window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation,topics_from,topics_from_words,topic_to,topic_to_words,antecedents_similarities
32,10.0,"['energy', 'biden', 'joe', 'oil', 'offshore', 'american', 'ban', 'drilling', 'president', 'gas']",33,[13],"[['energy', 'joe', 'biden', 'ban', 'offshore', 'gas', 'drilling', 'american', 'oil', 'donald']]",[0.99],[1.0],[1.0],1.0,1.0,continued,,,,,
32,11.0,"['border', 'secure', 'illegal', 'biden', 'joe', 'security', 'open', 'immigration', 'adversary', 'trump']",33,[0],"[['laken', 'riley', 'illegal', 'border', 'act', 'bill', 'alien', 'immigrant', 'vote', 'pass']]",[0.792],[1.0],[1.0],1.0,1.0,unclear,,,,,
32,12.0,"['snow', 'certify', 'dc', 'donald', 'president', 'election', 'stop', 'today', 'trump', 'snowy']",33,[19],"[['snow', 'certify', 'dc', 'election', 'donald', 'president', 'stop', 'snowy', 'trump', 'today']]",[0.998],[0.571],[0.572],0.571,0.572,continued,,,,,
32,13.0,"['stay', 'weather', 'winter', 'safe', 'warm', 'storm', 'please', 'road', 'emergency', 'travel']",33,[14],"[['stay', 'weather', 'winter', 'safe', 'storm', 'warm', 'please', 'road', 'update', 'local']]",[0.974],[1.0],[1.0],1.0,1.0,continued,,,,,
32,14.0,"['biden', 'joe', 'investigation', 'bureau', 'of', 'committee', 'deal', 'terrorist', 'plea', 'federal']",33,"[18, 21]","[['investigation', 'bureau', 'justice', 'court', 'of', 'federal', 'alito', 'thomas', 'pipe', 'report'], ['terrorist', 'orleans', 'attack', 'new', 'biden', 'joe', 'terrorism', 'threat', 'guantanamo', 'terror']]","[0.813, 0.779]","[0.511, 0.489]","[1.0, 0.48]",1.0,1.48,unclear,,,,,
33,0.0,"['laken', 'riley', 'illegal', 'border', 'act', 'bill', 'alien', 'immigrant', 'vote', 'pass']",34,[1],"[['laken', 'riley', 'border', 'illegal', 'act', 'bill', 'immigrant', 'alien', 'vote', 'pass']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
33,2.0,"['fire', 'california', 'wildfire', 'responder', 'emergency', 'firefighter', 'impact', 'devastating', 'disaster', 'management']",34,[0],"[['fire', 'california', 'wildfire', 'emergency', 'responder', 'management', 'firefighter', 'disaster', 'impact', 'federal']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
33,3.0,"['democracy', 'election', 'capitol', 'peaceful', 'ago', 'four', 'power', 'transfer', 'january', 'year']",34,[3],"[['democracy', 'election', 'capitol', 'ago', 'peaceful', 'four', 'january', 'year', 'transfer', 'power']]",[0.998],[0.58],[0.579],0.58,0.579,continued,,,,,
33,4.0,"['enforcement', 'law', 'day', 'appreciation', 'woman', 'man', 'thank', 'officer', 'community', 'brave']",34,[4],"[['enforcement', 'law', 'day', 'appreciation', 'officer', 'woman', 'thank', 'man', 'community', 'brave']]",[0.999],[1.0],[1.0],1.0,1.0,continued,,,,,
33,5.0,"['israel', 'icc', 'court', 'ally', 'hamas', 'hostage', 'sanction', 'illegitimate', 'international', 'counteraction']",34,[5],"[['icc', 'israel', 'court', 'ally', 'sanction', 'illegitimate', 'hostage', 'hamas', 'international', 'counteraction']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
33,6.0,"['jimmy', 'carter', 'president', 'legacy', 'service', 'life', 'honor', 'pay', 'peace', 'respect']",34,[6],"[['jimmy', 'carter', 'president', 'legacy', 'service', 'honor', 'life', 'peace', 'pay', 'capitol']]",[1.0],[1.0],[1.0],1.0,1.0,continued,,,,,
33,7.0,"['infrastructure', 'funding', 'water', 'project', 'million', 'grant', 'help', 'bridge', 'local', 'federal']",34,"[8, 25]","[['infrastructure', 'funding', 'million', 'project', 'announce', 'grant', 'improve', 'federal', 'help', 'investment'], ['offshore', 'coast', 'oil', 'drilling', 'protect', 'drill', 'potus', 'coastal', 'ban', 'ocean']]","[0.954, 0.759]","[0.395, 0.314]","[1.0, 1.0]",0.709,2.0,split,,,,,
33,9.0,"['social', 'security', 'fairness', 'benefit', 'public', 'teacher', 'sign', 'servant', 'earn', 'law']",34,[12],"[['social', 'security', 'benefit', 'fairness', 'teacher', 'public', 'servant', 'sign', 'earn', 'law']]",[0.996],[1.0],[1.0],1.0,1.0,continued,,,,,
33,10.0,"['thank', 'repandybiggsaz', 'repnancymace', 'repclayhiggin', 'reptroynehls', 'rep', 'let', 'get', 'txrandy', 'repericburlison']",34,[26],"[['bless', 'thank', 'get', 'reallegendafg', 'gbo', 'let', 'beautiful', 'shawnryan', 'yes', 'god']]",[0.925],[1.0],[1.0],1.0,1.0,continued,,,,,
33,11.0,"['certify', 'donald', 'trump', 'president', 'election', 'victory', 'america', 'historic', 'today', 'day']",34,[],[],[],[],[],0.0,0.0,disappeared,,,,,
33,12.0,"['tax', 'cut', 'trump', 'donald', 'government', 'billionaire', 'congress', 'business', 'american', 'work']",34,[9],"[['tax', 'cut', 'trump', 'donald', 'american', 'spending', 'government', 'work', 'republicans', 'congress']]",[0.982],[1.0],[1.0],1.0,1.0,continued,,,,,
33,13.0,"['energy', 'joe', 'biden', 'ban', 'offshore', 'gas', 'drilling', 'american', 'oil', 'donald']",34,[11],"[['energy', 'joe', 'biden', 'ban', 'offshore', 'oil', 'american', 'gas', 'drilling', 'donald']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
33,14.0,"['stay', 'weather', 'winter', 'safe', 'storm', 'warm', 'please', 'road', 'update', 'local']",34,[13],"[['weather', 'stay', 'winter', 'safe', 'warm', 'please', 'storm', 'road', 'travel', 'update']]",[0.992],[1.0],[1.0],1.0,1.0,continued,,,,,
33,15.0,"['mike', 'johnson', 'speaker', 'house', 'vote', 'agenda', 'trump', 'donald', 'speakerjohnson', 'president']",34,[],[],[],[],[],0.0,0.0,disappeared,,,,,
33,16.0,"['office', 'agency', 'federal', 'assistance', 'hour', 'help', 'need', 'passport', 'mobile', 'team']",34,[15],"[['office', 'agency', 'federal', 'assistance', 'help', 'hour', 'passport', 'need', 'team', 'service']]",[0.986],[1.0],[1.0],1.0,1.0,continued,,,,,
33,17.0,"['tune', 'join', 'live', 'podcast', 'pm', 'et', 'morning', 'show', 'foxbusiness', 'tonight']",34,[18],"[['tune', 'join', 'podcast', 'pm', 'live', 'episode', 'et', 'listen', 'radio', 'utm']]",[0.975],[1.0],[1.0],1.0,1.0,continued,,,,,
33,18.0,"['investigation', 'bureau', 'justice', 'court', 'of', 'federal', 'alito', 'thomas', 'pipe', 'report']",34,[10],"[['justice', 'donald', 'trump', 'political', 'judge', 'system', 'lawfare', 'witch', 'hunt', 'case']]",[0.877],[1.0],[1.0],1.0,1.0,unclear,,,,,
33,19.0,"['snow', 'certify', 'dc', 'election', 'donald', 'president', 'stop', 'snowy', 'trump', 'today']",34,[17],"[['snow', 'certify', 'dc', 'election', 'donald', 'stop', 'president', 'trump', 'snowy', 'today']]",[0.998],[0.574],[0.57],0.574,0.57,continued,,,,,
33,20.0,"['medicare', 'drug', 'prescription', 'cap', 'cost', 'senior', 'care', 'health', 'reduction', 'affordable']",34,[16],"[['care', 'affordable', 'health', 'medicare', 'coverage', 'drug', 'healthcare', 'prescription', 'cost', 'cap']]",[0.962],[1.0],[1.0],1.0,1.0,continued,,,,,
33,21.0,"['terrorist', 'orleans', 'attack', 'new', 'biden', 'joe', 'terrorism', 'threat', 'guantanamo', 'terror']",34,[],[],[],[],[],0.0,0.0,disappeared,,,,,
33,22.0,"['maduro', 'venezuela', 'venezuelan', 'edmundogu', 'elect', 'mariacorinaya', 'people', 'freedom', 'regime', 'sosvenezuela']",34,[14],"[['maduro', 'venezuela', 'venezuelan', 'regime', 'edmundogu', 'elect', 'people', 'freedom', 'stand', 'mariacorinaya']]",[0.978],[1.0],[1.0],1.0,1.0,continued,,,,,
33,23.0,"['meta', 'fact', 'elon', 'speech', 'musk', 'zuckerberg', 'free', 'platform', 'check', 'censorship']",34,[23],"[['meta', 'fact', 'zuckerberg', 'speech', 'platform', 'facebook', 'check', 'free', 'censorship', 'elon']]",[0.984],[1.0],[1.0],1.0,1.0,continued,,,,,
33,24.0,"['vance', 'jd', 'vice', 'president', 'elect', 'certify', 'election', 'donald', 'trump', 'america']",34,[22],"[['vance', 'jd', 'vice', 'president', 'elect', 'certify', 'election', 'donald', 'america', 'trump']]",[0.999],[0.58],[0.579],0.58,0.579,continued,,,,,
33,25.0,"['woman', 'sport', 'ix', 'girl', 'title', 'biological', 'man', 'holdtheline', 'compete', 'rewrite']",34,[21],"[['woman', 'sport', 'ix', 'title', 'girl', 'rewrite', 'strike', 'joe', 'biden', 'biological']]",[0.992],[1.0],[1.0],1.0,1.0,continued,,,,,
33,26.0,"['debt', 'medical', 'credit', 'cfpb', 'report', 'score', 'ruin', 'loan', 'million', 'rule']",34,[24],"[['debt', 'medical', 'credit', 'cfpb', 'report', 'score', 'loan', 'ruin', 'financial', 'million']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
33,,,34,,,,"[1.0, 0.509]","[0.392, 0.321]",1.509,0.713,merge,"[1, 8]","[['congress', 'th', 'swear', 'honor', 'serve', 'district', 'work', 'represent', 'oath', 'term'], ['speakerjohnson', 'speaker', 'congratulations', 'work', 'get', 'house', 'america', 'agenda', 'deliver', 'congratulation']]",2.0,"['congress', 'serve', 'th', 'committee', 'work', 'district', 'honor', 'house', 'swear', 'member']","[0.96, 0.786]"
34,0.0,"['fire', 'california', 'wildfire', 'emergency', 'responder', 'management', 'firefighter', 'disaster', 'impact', 'federal']",35,[0],"[['fire', 'california', 'wildfire', 'emergency', 'federal', 'agency', 'management', 'disaster', 'help', 'need']]",[0.986],[1.0],[0.581],1.0,0.581,continued,,,,,
34,1.0,"['laken', 'riley', 'border', 'illegal', 'act', 'bill', 'immigrant', 'alien', 'vote', 'pass']",35,[1],"[['border', 'laken', 'riley', 'illegal', 'act', 'bill', 'immigrant', 'immigration', 'secure', 'joe']]",[0.979],[1.0],[0.582],1.0,0.582,continued,,,,,
34,2.0,"['congress', 'serve', 'th', 'committee', 'work', 'district', 'honor', 'house', 'swear', 'member']",35,"[6, 9]","[['committee', 'subcommittee', 'congress', 'serve', 'chairman', 'th', 'work', 'honor', 'chair', 'house'], ['president', 'donald', 'trump', 'cabinet', 'agenda', 'realdonaldtrump', 'nominee', 'america', 'senate', 'hearing']]","[0.973, 0.753]","[0.564, 0.436]","[1.0, 0.468]",1.0,1.468,unclear,,,,,
34,3.0,"['democracy', 'election', 'capitol', 'ago', 'peaceful', 'four', 'january', 'year', 'transfer', 'power']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,4.0,"['enforcement', 'law', 'day', 'appreciation', 'officer', 'woman', 'thank', 'man', 'community', 'brave']",35,[8],"[['enforcement', 'law', 'day', 'officer', 'appreciation', 'community', 'thank', 'man', 'brave', 'safe']]",[0.998],[1.0],[1.0],1.0,1.0,continued,,,,,
34,5.0,"['icc', 'israel', 'court', 'ally', 'sanction', 'illegitimate', 'hostage', 'hamas', 'international', 'counteraction']",35,"[3, 14]","[['hostage', 'hamas', 'ceasefire', 'deal', 'israel', 'peace', 'gaza', 'agreement', 'release', 'return'], ['icc', 'court', 'illegitimate', 'ally', 'sanction', 'israel', 'counteraction', 'international', 'vote', 'criminal']]","[0.792, 0.918]","[0.463, 0.537]","[1.0, 1.0]",1.0,2.0,split,,,,,
34,6.0,"['jimmy', 'carter', 'president', 'legacy', 'service', 'honor', 'life', 'peace', 'pay', 'capitol']",35,[11],"[['jimmy', 'carter', 'president', 'legacy', 'service', 'life', 'honor', 'rest', 'compassion', 'peace']]",[0.996],[1.0],[1.0],1.0,1.0,continued,,,,,
34,7.0,"['donald', 'certify', 'president', 'trump', 'america', 'election', 'victory', 'historic', 'great', 'realdonaldtrump']",35,"[9, 19]","[['president', 'donald', 'trump', 'cabinet', 'agenda', 'realdonaldtrump', 'nominee', 'america', 'senate', 'hearing'], ['white', 'donald', 'president', 'trump', 'america', 'days', 'house', 'day', 'back', 'week']]","[0.854, 0.826]","[0.508, 0.492]","[0.532, 1.0]",1.0,1.532,split,,,,,
34,8.0,"['infrastructure', 'funding', 'million', 'project', 'announce', 'grant', 'improve', 'federal', 'help', 'investment']",35,"[0, 7]","[['fire', 'california', 'wildfire', 'emergency', 'federal', 'agency', 'management', 'disaster', 'help', 'need'], ['infrastructure', 'funding', 'million', 'project', 'announce', 'improve', 'grant', 'federal', 'bipartisan', 'help']]","[0.711, 0.989]","[0.418, 0.582]","[0.419, 1.0]",1.0,1.419,unclear,,,,,
34,9.0,"['tax', 'cut', 'trump', 'donald', 'american', 'spending', 'government', 'work', 'republicans', 'congress']",35,"[1, 12]","[['border', 'laken', 'riley', 'illegal', 'act', 'bill', 'immigrant', 'immigration', 'secure', 'joe'], ['tax', 'cut', 'business', 'trump', 'waysandmeansgop', 'donald', 'small', 'family', 'permanent', 'expire']]","[0.703, 0.954]","[0.424, 0.576]","[0.418, 1.0]",1.0,1.418,unclear,,,,,
34,10.0,"['justice', 'donald', 'trump', 'political', 'judge', 'system', 'lawfare', 'witch', 'hunt', 'case']",35,[10],"[['donald', 'justice', 'trump', 'system', 'political', 'judge', 'president', 'witch', 'hunt', 'lawfare']]",[0.991],[1.0],[1.0],1.0,1.0,continued,,,,,
34,11.0,"['energy', 'joe', 'biden', 'ban', 'offshore', 'oil', 'american', 'gas', 'drilling', 'donald']",35,"[4, 13]","[['joe', 'biden', 'china', 'cuba', 'communist', 'donald', 'chinese', 'taiwan', 'trump', 'terrorism'], ['energy', 'chris', 'wright', 'american', 'climate', 'oil', 'policy', 'unleash', 'gas', 'secretary']]","[0.772, 0.855]","[0.474, 0.526]","[1.0, 1.0]",1.0,2.0,split,,,,,
34,12.0,"['social', 'security', 'benefit', 'fairness', 'teacher', 'public', 'servant', 'sign', 'earn', 'law']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,13.0,"['weather', 'stay', 'winter', 'safe', 'warm', 'please', 'storm', 'road', 'travel', 'update']",35,[20],"[['weather', 'stay', 'winter', 'please', 'safe', 'storm', 'warm', 'county', 'road', 'local']]",[0.991],[1.0],[1.0],1.0,1.0,continued,,,,,
34,14.0,"['maduro', 'venezuela', 'venezuelan', 'regime', 'edmundogu', 'elect', 'people', 'freedom', 'stand', 'mariacorinaya']",35,[17],"[['maduro', 'venezuela', 'venezuelan', 'regime', 'dictator', 'people', 'democracy', 'edmundogu', 'freedom', 'mariacorinaya']]",[0.986],[1.0],[1.0],1.0,1.0,continued,,,,,
34,15.0,"['office', 'agency', 'federal', 'assistance', 'help', 'hour', 'passport', 'need', 'team', 'service']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,16.0,"['care', 'affordable', 'health', 'medicare', 'coverage', 'drug', 'healthcare', 'prescription', 'cost', 'cap']",35,[15],"[['healthcare', 'health', 'affordable', 'enrollment', 'coverage', 'care', 'plan', 'january', 'marketplace', 'enroll']]",[0.847],[1.0],[1.0],1.0,1.0,unclear,,,,,
34,17.0,"['snow', 'certify', 'dc', 'election', 'donald', 'stop', 'president', 'trump', 'snowy', 'today']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,18.0,"['tune', 'join', 'podcast', 'pm', 'live', 'episode', 'et', 'listen', 'radio', 'utm']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,19.0,"['conceal', 'carry', 'reciprocity', 'amendment', 'gun', 'constitutional', 'right', 'atf', 'state', 'reprichhudson']",35,[18],"[['conceal', 'carry', 'right', 'constitutional', 'amendment', 'reciprocity', 'atf', 'gun', 'state', 'second']]",[0.968],[1.0],[1.0],1.0,1.0,continued,,,,,
34,20.0,"['congratulation', 'weare', 'student', 'honor', 'school', 'mayor', 'service', 'sigma', 'pbs', 'dr']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,21.0,"['woman', 'sport', 'ix', 'title', 'girl', 'rewrite', 'strike', 'joe', 'biden', 'biological']",35,[2],"[['woman', 'sport', 'girl', 'sports', 'protection', 'vote', 'biological', 'compete', 'man', 'act']]",[0.917],[1.0],[1.0],1.0,1.0,continued,,,,,
34,22.0,"['vance', 'jd', 'vice', 'president', 'elect', 'certify', 'election', 'donald', 'america', 'trump']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,23.0,"['meta', 'fact', 'zuckerberg', 'speech', 'platform', 'facebook', 'check', 'free', 'censorship', 'elon']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,24.0,"['debt', 'medical', 'credit', 'cfpb', 'report', 'score', 'loan', 'ruin', 'financial', 'million']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,25.0,"['offshore', 'coast', 'oil', 'drilling', 'protect', 'drill', 'potus', 'coastal', 'ban', 'ocean']",35,[],[],[],[],[],0.0,0.0,disappeared,,,,,
34,26.0,"['bless', 'thank', 'get', 'reallegendafg', 'gbo', 'let', 'beautiful', 'shawnryan', 'yes', 'god']",35,[16],"[['thank', 'co', 'rephageman', 'sponsor', 'repandybiggsaz', 'rep', 'reptenney', 'txrandy', 'repericburlison', 'repmtg']]",[0.877],[1.0],[1.0],1.0,1.0,unclear,,,,,
35,0.0,"['fire', 'california', 'wildfire', 'emergency', 'federal', 'agency', 'management', 'disaster', 'help', 'need']",36,"[1, 11]","[['wildfire', 'california', 'fire', 'disaster', 'emergency', 'management', 'federal', 'agency', 'help', 'aid'], ['infrastructure', 'million', 'grant', 'funding', 'project', 'federal', 'announce', 'news', 'community', 'investment']]","[0.993, 0.734]","[0.575, 0.425]","[0.584, 0.426]",1.0,1.009,unclear,,,,,
35,1.0,"['border', 'laken', 'riley', 'illegal', 'act', 'bill', 'immigrant', 'immigration', 'secure', 'joe']",36,[],[],[],[],[],0.0,0.0,disappeared,,,,,
35,2.0,"['woman', 'sport', 'girl', 'sports', 'protection', 'vote', 'biological', 'compete', 'man', 'act']",36,[3],"[['woman', 'sport', 'girl', 'sports', 'protection', 'vote', 'biological', 'compete', 'man', 'act']]",[0.996],[1.0],[1.0],1.0,1.0,continued,,,,,
35,3.0,"['hostage', 'hamas', 'ceasefire', 'deal', 'israel', 'peace', 'gaza', 'agreement', 'release', 'return']",36,[0],"[['hostage', 'hamas', 'israel', 'ceasefire', 'deal', 'gaza', 'agreement', 'peace', 'release', 'return']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
35,4.0,"['joe', 'biden', 'china', 'cuba', 'communist', 'donald', 'chinese', 'taiwan', 'trump', 'terrorism']",36,"[5, 9, 21]","[['chinese', 'china', 'tiktok', 'communist', 'taiwan', 'party', 'double', 'greenland', 'russia', 'ban'], ['biden', 'joe', 'president', 'farewell', 'kamala', 'year', 'america', 'failure', 'american', 'legacy'], ['cuba', 'terrorism', 'sponsor', 'cuban', 'maduro', 'regime', 'joe', 'biden', 'designation', 'list']]","[0.892, 0.819, 0.821]","[0.352, 0.323, 0.324]","[1.0, 1.0, 0.515]",1.0,2.515,split,,,,,
35,5.0,"['hegseth', 'pete', 'defense', 'military', 'secretary', 'pentagon', 'confirm', 'need', 'lethality', 'combat']",36,[4],"[['hegseth', 'pete', 'defense', 'military', 'secretary', 'pentagon', 'confirm', 'lethality', 'need', 'armed']]",[0.998],[1.0],[1.0],1.0,1.0,continued,,,,,
35,6.0,"['committee', 'subcommittee', 'congress', 'serve', 'chairman', 'th', 'work', 'honor', 'chair', 'house']",36,"[2, 10]","[['tax', 'cut', 'work', 'billionaire', 'donald', 'trump', 'small', 'business', 'republicans', 'federal'], ['subcommittee', 'committee', 'serve', 'chairman', 'congress', 'honor', 'chair', 'house', 'th', 'work']]","[0.719, 0.981]","[0.423, 0.577]","[0.3, 0.574]",1.0,0.874,unclear,,,,,
35,7.0,"['infrastructure', 'funding', 'million', 'project', 'announce', 'improve', 'grant', 'federal', 'bipartisan', 'help']",36,[11],"[['infrastructure', 'million', 'grant', 'funding', 'project', 'federal', 'announce', 'news', 'community', 'investment']]",[0.99],[0.411],[0.574],0.411,0.574,unclear,,,,,
35,8.0,"['enforcement', 'law', 'day', 'officer', 'appreciation', 'community', 'thank', 'man', 'brave', 'safe']",36,[],[],[],[],[],0.0,0.0,disappeared,,,,,
35,9.0,"['president', 'donald', 'trump', 'cabinet', 'agenda', 'realdonaldtrump', 'nominee', 'america', 'senate', 'hearing']",36,"[12, 23]","[['america', 'president', 'realdonaldtrump', 'donald', 'trump', 'great', 'day', 'days', 'white', 'agenda'], ['cabinet', 'hearing', 'nominee', 'trump', 'donald', 'senate', 'confirmation', 'confirm', 'president', 'nomination']]","[0.849, 0.929]","[0.339, 0.371]","[0.472, 1.0]",0.709,1.472,unclear,,,,,
35,11.0,"['jimmy', 'carter', 'president', 'legacy', 'service', 'life', 'honor', 'rest', 'compassion', 'peace']",36,[],[],[],[],[],0.0,0.0,disappeared,,,,,
35,12.0,"['tax', 'cut', 'business', 'trump', 'waysandmeansgop', 'donald', 'small', 'family', 'permanent', 'expire']",36,[2],"[['tax', 'cut', 'work', 'billionaire', 'donald', 'trump', 'small', 'business', 'republicans', 'federal']]",[0.959],[1.0],[0.4],1.0,0.4,unclear,,,,,
35,13.0,"['energy', 'chris', 'wright', 'american', 'climate', 'oil', 'policy', 'unleash', 'gas', 'secretary']",36,[13],"[['energy', 'wright', 'chris', 'oil', 'american', 'clean', 'gas', 'unleash', 'dominance', 'climate']]",[0.992],[1.0],[1.0],1.0,1.0,continued,,,,,
35,14.0,"['icc', 'court', 'illegitimate', 'ally', 'sanction', 'israel', 'counteraction', 'international', 'vote', 'criminal']",36,[],[],[],[],[],0.0,0.0,disappeared,,,,,
35,15.0,"['healthcare', 'health', 'affordable', 'enrollment', 'coverage', 'care', 'plan', 'january', 'marketplace', 'enroll']",36,[14],"[['care', 'health', 'affordable', 'healthcare', 'coverage', 'enrollment', 'insurance', 'plan', 'marketplace', 'enroll']]",[0.982],[1.0],[1.0],1.0,1.0,continued,,,,,
35,16.0,"['thank', 'co', 'rephageman', 'sponsor', 'repandybiggsaz', 'rep', 'reptenney', 'txrandy', 'repericburlison', 'repmtg']",36,[17],"[['thank', 'repericburlison', 'reprussfulcher', 'txrandy', 'reptenney', 'let', 'rephageman', 'sponsor', 'repmcdowell', 'co']]",[0.951],[1.0],[1.0],1.0,1.0,continued,,,,,
35,17.0,"['maduro', 'venezuela', 'venezuelan', 'regime', 'dictator', 'people', 'democracy', 'edmundogu', 'freedom', 'mariacorinaya']",36,[21],"[['cuba', 'terrorism', 'sponsor', 'cuban', 'maduro', 'regime', 'joe', 'biden', 'designation', 'list']]",[0.774],[1.0],[0.485],1.0,0.485,unclear,,,,,
35,18.0,"['conceal', 'carry', 'right', 'constitutional', 'amendment', 'reciprocity', 'atf', 'gun', 'state', 'second']",36,"[19, 27]","[['amendment', 'equal', 'era', 'constitution', 'right', 'law', 'land', 'ratify', 'equality', 'th'], ['gun', 'carry', 'conceal', 'atf', 'right', 'constitutional', 'amendment', 'firearm', 'reciprocity', 'second']]","[0.705, 0.979]","[0.419, 0.581]","[1.0, 1.0]",1.0,2.0,split,,,,,
35,19.0,"['white', 'donald', 'president', 'trump', 'america', 'days', 'house', 'day', 'back', 'week']",36,[12],"[['america', 'president', 'realdonaldtrump', 'donald', 'trump', 'great', 'day', 'days', 'white', 'agenda']]",[0.951],[1.0],[0.528],1.0,0.528,continued,,,,,
35,20.0,"['weather', 'stay', 'winter', 'please', 'safe', 'storm', 'warm', 'county', 'road', 'local']",36,[],[],[],[],[],0.0,0.0,disappeared,,,,,
35,21.0,"['korean', 'koreanamericanday', 'contribution', 'american', 'arrival', 'celebrate', 'americans', 'first', 'happy', 'immigrant']",36,[26],"[['korean', 'koreanamericanday', 'contribution', 'american', 'arrival', 'celebrate', 'first', 'happy', 'day', 'community']]",[1.0],[1.0],[1.0],1.0,1.0,continued,,,,,
35,,,36,,,,"[1.0, 1.0]","[0.483, 0.517]",2.0,1.0,merge,"[10, 22]","[['donald', 'justice', 'trump', 'system', 'political', 'judge', 'president', 'witch', 'hunt', 'lawfare'], ['pam', 'bondi', 'general', 'attorney', 'pambondi', 'doj', 'justice', 'nominee', 'donald', 'atty']]",8.0,"['justice', 'bondi', 'pam', 'attorney', 'doj', 'general', 'smith', 'donald', 'jack', 'biden']","[0.853, 0.912]"
36,0.0,"['hostage', 'hamas', 'israel', 'ceasefire', 'deal', 'gaza', 'agreement', 'peace', 'release', 'return']",37,[1],"[['hostage', 'hamas', 'israel', 'ceasefire', 'deal', 'gaza', 'agreement', 'peace', 'release', 'home']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
36,1.0,"['wildfire', 'california', 'fire', 'disaster', 'emergency', 'management', 'federal', 'agency', 'help', 'aid']",37,[5],"[['disaster', 'wildfire', 'fire', 'california', 'emergency', 'federal', 'aid', 'la', 'firefighter', 'management']]",[0.996],[0.581],[0.579],0.581,0.579,continued,,,,,
36,2.0,"['tax', 'cut', 'work', 'billionaire', 'donald', 'trump', 'small', 'business', 'republicans', 'federal']",37,[3],"[['tax', 'cut', 'billionaire', 'government', 'doge', 'work', 'federal', 'donald', 'trump', 'spending']]",[0.981],[0.58],[0.583],0.58,0.583,continued,,,,,
36,3.0,"['woman', 'sport', 'girl', 'sports', 'protection', 'vote', 'biological', 'compete', 'man', 'act']",37,[15],"[['woman', 'sport', 'girl', 'biological', 'compete', 'sports', 'man', 'female', 'protect', 'male']]",[0.964],[1.0],[1.0],1.0,1.0,continued,,,,,
36,4.0,"['hegseth', 'pete', 'defense', 'military', 'secretary', 'pentagon', 'confirm', 'lethality', 'need', 'armed']",37,[28],"[['pete', 'hegseth', 'defense', 'secretary', 'vote', 'senate', 'military', 'confirm', 'anonymous', 'unfit']]",[0.961],[1.0],[1.0],1.0,1.0,continued,,,,,
36,5.0,"['chinese', 'china', 'tiktok', 'communist', 'taiwan', 'party', 'double', 'greenland', 'russia', 'ban']",37,"[7, 24]","[['tiktok', 'chinese', 'communist', 'china', 'taiwan', 'party', 'ban', 'double', 'security', 'bytedance'], ['vladimir', 'regime', 'putin', 'russia', 'iranian', 'ivanishvili', 'war', 'iran', 'georgia', 'georgian']]","[0.953, 0.737]","[0.564, 0.436]","[1.0, 1.0]",1.0,2.0,split,,,,,
36,6.0,"['illegal', 'alien', 'violence', 'deport', 'woman', 'vote', 'domestic', 'bill', 'immigrant', 'crime']",37,"[4, 13]","[['illegal', 'alien', 'violence', 'woman', 'vote', 'deport', 'domestic', 'bill', 'immigrant', 'commit'], ['laken', 'riley', 'act', 'pass', 'senate', 'sarah', 'illegal', 'bill', 'immigrant', 'law']]","[0.996, 0.715]","[0.582, 0.418]","[0.57, 0.419]",1.0,0.99,unclear,,,,,
36,8.0,"['justice', 'bondi', 'pam', 'attorney', 'doj', 'general', 'smith', 'donald', 'jack', 'biden']",37,"[9, 20, 25]","[['pardon', 'officer', 'police', 'assault', 'capitol', 'january', 'attack', 'donald', 'violent', 'trump'], ['pam', 'bondi', 'general', 'attorney', 'pambondi', 'doj', 'justice', 'ag', 'nominee', 'donald'], ['pardon', 'joe', 'biden', 'fauci', 'preemptive', 'milley', 'anthony', 'president', 'crime', 'family']]","[0.768, 0.931, 0.789]","[0.309, 0.374, 0.317]","[1.0, 1.0, 1.0]",1.0,3.0,split,,,,,
36,9.0,"['biden', 'joe', 'president', 'farewell', 'kamala', 'year', 'america', 'failure', 'american', 'legacy']",37,[8],"[['joe', 'biden', 'president', 'thank', 'pandemic', 'farewell', 'infrastructure', 'year', 'american', 'four']]",[0.993],[1.0],[0.585],1.0,0.585,continued,,,,,
