window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation,topics_from,topics_from_words,topic_to,topic_to_words,antecedents_similarities
3,2.0,"['yom', 'kippur', 'wish', 'meaningful', 'fast', 'observe', 'mar', 'chatima', 'easy', 'tovah']",4,[2],"[['yom', 'kippur', 'wish', 'meaningful', 'observe', 'fast', 'mar', 'chatima', 'easy', 'reflection']]",[0.999],[1.0],[1.0],1.0,1.0,continued,,,,,
3,3.0,"['daca', 'dreamer', 'court', 'homeishere', 'circuit', 'case', 'family', 'hear', 'th', 'argument']",4,[14],"[['daca', 'dreamer', 'court', 'homeishere', 'circuit', 'case', 'argument', 'hear', 'family', 'th']]",[0.999],[1.0],[1.0],1.0,1.0,continued,,,,,
4,0.0,"['hurricane', 'milton', 'emergency', 'federal', 'management', 'helene', 'disaster', 'agency', 'county', 'florida']",5,[1],"[['hurricane', 'milton', 'helene', 'emergency', 'federal', 'management', 'disaster', 'agency', 'assistance', 'recovery']]",[0.976],[0.582],[0.581],0.582,0.581,continued,,,,,
4,1.0,"['kamala', 'harris', 'biden', 'joe', 'border', 'illegal', 'election', 'administration', 'american', 'americans']",5,[0],"[['kamala', 'harris', 'joe', 'biden', 'border', 'illegal', 'crime', 'administration', 'election', 'americans']]",[0.991],[1.0],[1.0],1.0,1.0,continued,,,,,
4,2.0,"['yom', 'kippur', 'wish', 'meaningful', 'observe', 'fast', 'mar', 'chatima', 'easy', 'reflection']",5,[4],"[['yom', 'kippur', 'wish', 'meaningful', 'observe', 'fast', 'mar', 'chatima', 'reflection', 'easy']]",[0.999],[1.0],[1.0],1.0,1.0,continued,,,,,
4,3.0,"['israel', 'hamas', 'iran', 'attack', 'hostage', 'october', 'jewish', 'must', 'terrorist', 'hold']",5,"[2, 11]","[['israel', 'hamas', 'sinwar', 'yahya', 'terrorist', 'hostage', 'attack', 'october', 'gaza', 'leader'], ['chinese', 'china', 'communist', 'military', 'vladimir', 'party', 'russia', 'john', 'taiwan', 'security']]","[0.913, 0.709]","[0.563, 0.437]","[1.0, 0.485]",1.0,1.485,unclear,,,,,
4,4.0,"['birthday', 'navy', 'usnavy', 'happy', 'thank', 'sea', 'sailor', 'serve', 'brave', 'th']",5,[7],"[['birthday', 'navy', 'usnavy', 'happy', 'sailor', 'serve', 'sea', 'thank', 'brave', 'th']]",[0.996],[1.0],[1.0],1.0,1.0,continued,,,,,
4,5.0,"['indigenous', 'people', 'indigenouspeoplesday', 'culture', 'day', 'native', 'contribution', 'community', 'history', 'honor']",5,[5],"[['indigenous', 'people', 'indigenouspeoplesday', 'day', 'culture', 'native', 'community', 'contribution', 'history', 'honor']]",[0.999],[1.0],[1.0],1.0,1.0,continued,,,,,
4,6.0,"['farmer', 'nationalfarmersday', 'farm', 'food', 'feed', 'work', 'day', 'thankafarmer', 'hard', 'agriculture']",5,[8],"[['farmer', 'nationalfarmersday', 'farm', 'feed', 'agriculture', 'producer', 'day', 'rancher', 'work', 'food']]",[0.972],[0.569],[1.0],0.569,1.0,continued,,,,,
4,8.0,"['child', 'care', 'childcareweekofaction', 'family', 'affordable', 'childcare', 'kid', 'accessible', 'democratic', 'party']",5,[14],"[['child', 'care', 'childcareweekofaction', 'childcare', 'family', 'affordable', 'head', 'kid', 'parent', 'tax']]",[0.983],[1.0],[1.0],1.0,1.0,continued,,,,,
4,11.0,"['columbus', 'italian', 'day', 'happy', 'christopher', 'columbusday', 'celebrate', 'today', 'heritage', 'american']",5,[13],"[['columbus', 'italian', 'day', 'happy', 'christopher', 'columbusday', 'today', 'celebrate', 'heritage', 'american']]",[0.999],[1.0],[1.0],1.0,1.0,continued,,,,,
4,12.0,"['nationalcomingoutday', 'equalitycaucus', 'lgbtq', 'live', 'happy', 'come', 'openly', 'queer', 'authentic', 'lgbtqi']",5,[10],"[['nationalcomingoutday', 'equalitycaucus', 'lgbtq', 'live', 'come', 'happy', 'lgbtqi', 'openly', 'queer', 'authentic']]",[0.996],[1.0],[1.0],1.0,1.0,continued,,,,,
4,13.0,"['lead', 'pipe', 'water', 'drinking', 'replace', 'environmental', 'protection', 'clean', 'rule', 'infrastructure']",5,[],[],[],[],[],0.0,0.0,disappeared,,,,,
4,14.0,"['daca', 'dreamer', 'court', 'homeishere', 'circuit', 'case', 'argument', 'hear', 'family', 'th']",5,[],[],[],[],[],0.0,0.0,disappeared,,,,,
4,15.0,"['cybersecurity', 'chinese', 'fintech', 'security', 'legislation', 'china', 'national', 'cyber', 'act', 'communist']",5,[11],"[['chinese', 'china', 'communist', 'military', 'vladimir', 'party', 'russia', 'john', 'taiwan', 'security']]",[0.754],[1.0],[0.515],1.0,0.515,unclear,,,,,
4,16.0,"['project', 'water', 'dam', 'lake', 'housing', 'river', 'infrastructure', 'million', 'improve', 'community']",5,[1],"[['hurricane', 'milton', 'helene', 'emergency', 'federal', 'management', 'disaster', 'agency', 'assistance', 'recovery']]",[0.703],[0.433],[0.419],0.433,0.419,unclear,,,,,
4,,,5,,,,"[0.568, 1.0]","[0.582, 0.418]",1.568,1.0,merge,"[10, 17]","[['student', 'school', 'education', 'teacher', 'high', 'career', 'great', 'community', 'jimmy', 'civic'], ['academy', 'nomination', 'application', 'service', 'military', 'apply', 'internship', 'interested', 'house', 'student']]",12.0,"['school', 'student', 'teacher', 'education', 'high', 'career', 'college', 'community', 'work', 'great']","[0.978, 0.703]"
4,,,5,,,,"[1.0, 0.508]","[0.461, 0.539]",1.508,1.0,merge,"[7, 9]","[['mental', 'health', 'worldmentalhealthday', 'crisis', 'help', 'text', 'care', 'call', 'ronald', 'one'], ['veteran', 'honor', 'service', 'community', 'veterans', 'medical', 'join', 'serve', 'troop', 'hero']]",15.0,"['health', 'care', 'center', 'nursing', 'healthcare', 'access', 'medical', 'community', 'rural', 'discuss']","[0.714, 0.834]"
5,0.0,"['kamala', 'harris', 'joe', 'biden', 'border', 'illegal', 'crime', 'administration', 'election', 'americans']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,1.0,"['hurricane', 'milton', 'helene', 'emergency', 'federal', 'management', 'disaster', 'agency', 'assistance', 'recovery']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,2.0,"['israel', 'hamas', 'sinwar', 'yahya', 'terrorist', 'hostage', 'attack', 'october', 'gaza', 'leader']",6,[1],"[['israel', 'hamas', 'sinwar', 'yahya', 'terrorist', 'hostage', 'attack', 'october', 'leader', 'gaza']]",[0.999],[1.0],[1.0],1.0,1.0,continued,,,,,
5,3.0,"['community', 'project', 'business', 'water', 'million', 'infrastructure', 'proud', 'funding', 'great', 'federal']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,4.0,"['yom', 'kippur', 'wish', 'meaningful', 'observe', 'fast', 'mar', 'chatima', 'reflection', 'easy']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,5.0,"['indigenous', 'people', 'indigenouspeoplesday', 'day', 'culture', 'native', 'community', 'contribution', 'history', 'honor']",6,[2],"[['indigenous', 'people', 'day', 'indigenouspeoplesday', 'culture', 'community', 'native', 'history', 'contribution', 'honor']]",[1.0],[1.0],[1.0],1.0,1.0,continued,,,,,
5,6.0,"['medicare', 'enrollment', 'senior', 'drug', 'open', 'cost', 'prescription', 'plan', 'december', 'start']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,7.0,"['birthday', 'navy', 'usnavy', 'happy', 'sailor', 'serve', 'sea', 'thank', 'brave', 'th']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,8.0,"['farmer', 'nationalfarmersday', 'farm', 'feed', 'agriculture', 'producer', 'day', 'rancher', 'work', 'food']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,9.0,"['office', 'help', 'agency', 'hour', 'passport', 'federal', 'mobile', 'assistance', 'team', 'service']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,10.0,"['nationalcomingoutday', 'equalitycaucus', 'lgbtq', 'live', 'come', 'happy', 'lgbtqi', 'openly', 'queer', 'authentic']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,11.0,"['chinese', 'china', 'communist', 'military', 'vladimir', 'party', 'russia', 'john', 'taiwan', 'security']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,12.0,"['school', 'student', 'teacher', 'education', 'high', 'career', 'college', 'community', 'work', 'great']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,13.0,"['columbus', 'italian', 'day', 'happy', 'christopher', 'columbusday', 'today', 'celebrate', 'heritage', 'american']",6,[3],"[['columbus', 'happy', 'day', 'italian', 'christopher', 'columbusday', 'celebrate', 'today', 'american', 'new']]",[0.998],[1.0],[1.0],1.0,1.0,continued,,,,,
5,14.0,"['child', 'care', 'childcareweekofaction', 'childcare', 'family', 'affordable', 'head', 'kid', 'parent', 'tax']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,15.0,"['health', 'care', 'center', 'nursing', 'healthcare', 'access', 'medical', 'community', 'rural', 'discuss']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,0.0,"['kamala', 'community', 'harris', 'work', 'joe', 'biden', 'help', 'federal', 'make', 'need']",7,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,1.0,"['israel', 'hamas', 'sinwar', 'yahya', 'terrorist', 'hostage', 'attack', 'october', 'leader', 'gaza']",7,[1],"[['israel', 'sinwar', 'hamas', 'yahya', 'terrorist', 'hostage', 'attack', 'leader', 'october', 'death']]",[0.996],[1.0],[1.0],1.0,1.0,continued,,,,,
6,2.0,"['indigenous', 'people', 'day', 'indigenouspeoplesday', 'culture', 'community', 'native', 'history', 'contribution', 'honor']",7,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,3.0,"['columbus', 'happy', 'day', 'italian', 'christopher', 'columbusday', 'celebrate', 'today', 'american', 'new']",7,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,4.0,"['cancer', 'breast', 'breastcancerawarenessmonth', 'detection', 'early', 'awareness', 'month', 'screening', 'mammogram', 'nationalmammographyday']",7,[14],"[['cancer', 'breast', 'breastcancerawarenessmonth', 'detection', 'early', 'screening', 'mammogram', 'month', 'nationalmammographyday', 'awareness']]",[0.991],[1.0],[1.0],1.0,1.0,continued,,,,,
7,1.0,"['israel', 'sinwar', 'hamas', 'yahya', 'terrorist', 'hostage', 'attack', 'leader', 'october', 'death']",8,[2],"[['israel', 'iran', 'stand', 'united', 'terrorist', 'ally', 'hamas', 'attack', 'nations', 'iranian']]",[0.882],[1.0],[1.0],1.0,1.0,unclear,,,,,
7,2.0,"['kamala', 'border', 'harris', 'illegal', 'joe', 'biden', 'alien', 'country', 'immigrant', 'southern']",8,[1],"[['kamala', 'border', 'harris', 'illegal', 'joe', 'biden', 'migrant', 'open', 'immigrant', 'czar']]",[0.997],[0.575],[0.585],0.575,0.585,continued,,,,,
7,4.0,"['donald', 'trump', 'crime', 'report', 'investigation', 'secret', 'bureau', 'of', 'july', 'violent']",8,[8],"[['secret', 'report', 'donald', 'trump', 'july', 'service', 'task', 'failure', 'interim', 'force']]",[0.928],[1.0],[1.0],1.0,1.0,continued,,,,,
7,5.0,"['kamala', 'joe', 'biden', 'harris', 'inflation', 'economy', 'debt', 'americans', 'administration', 'spending']",8,"[4, 11]","[['kamala', 'biden', 'joe', 'harris', 'inflation', 'energy', 'administration', 'economy', 'price', 'american'], ['tax', 'donald', 'trump', 'class', 'middle', 'cut', 'cost', 'corporation', 'republicans', 'project']]","[0.988, 0.779]","[0.399, 0.315]","[0.401, 0.443]",0.714,0.844,unclear,,,,,
7,6.0,"['abortion', 'woman', 'reproductive', 'access', 'control', 'birth', 'care', 'contraception', 'ban', 'health']",8,[3],"[['abortion', 'woman', 'access', 'reproductive', 'birth', 'control', 'contraception', 'ban', 'care', 'health']]",[0.997],[1.0],[1.0],1.0,1.0,continued,,,,,
7,7.0,"['app', 'academy', 'challenge', 'congressional', 'student', 'deadline', 'submit', 'nomination', 'application', 'apply']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,8.0,"['medicare', 'drug', 'cost', 'senior', 'enrollment', 'care', 'prescription', 'cap', 'open', 'insulin']",8,[7],"[['medicare', 'drug', 'cost', 'senior', 'enrollment', 'cap', 'price', 'prescription', 'low', 'care']]",[0.994],[1.0],[1.0],1.0,1.0,continued,,,,,
7,9.0,"['lgbtq', 'hrc', 'scorecard', 'equality', 'proud', 'score', 'perfect', 'right', 'congressional', 'receive']",8,[6],"[['lgbtq', 'hrc', 'scorecard', 'equality', 'score', 'proud', 'perfect', 'congressional', 'receive', 'right']]",[0.995],[1.0],[1.0],1.0,1.0,continued,,,,,
7,10.0,"['vote', 'early', 'voting', 'election', 'ballot', 'mail', 'register', 'voter', 'day', 'location']",8,[5],"[['vote', 'election', 'early', 'voting', 'voter', 'ballot', 'register', 'mail', 'day', 'today']]",[0.973],[1.0],[1.0],1.0,1.0,continued,,,,,
7,11.0,"['office', 'federal', 'agency', 'help', 'assistance', 'need', 'team', 'hour', 'service', 'mobile']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,12.0,"['donald', 'tax', 'trump', 'stopproject', 'project', 'cut', 'taxis', 'class', 'would', 'cost']",8,[11],"[['tax', 'donald', 'trump', 'class', 'middle', 'cut', 'cost', 'corporation', 'republicans', 'project']]",[0.981],[0.571],[0.557],0.571,0.557,continued,,,,,
7,13.0,"['birthday', 'happy', 'vp', 'madam', 'wish', 'leadership', 'love', 'president', 'wonderful', 'vice']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,14.0,"['cancer', 'breast', 'breastcancerawarenessmonth', 'detection', 'early', 'screening', 'mammogram', 'month', 'nationalmammographyday', 'awareness']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,15.0,"['chinese', 'communist', 'china', 'party', 'dji', 'taiwan', 'drone', 'military', 'company', 'obama']",8,[10],"[['chinese', 'communist', 'china', 'drone', 'taiwan', 'party', 'dji', 'military', 'south', 'africa']]",[0.984],[1.0],[1.0],1.0,1.0,continued,,,,,
7,,,8,,,,"[1.0, 1.0]","[0.397, 0.308]",2.0,0.705,merge,"[0, 3]","[['community', 'great', 'work', 'support', 'thank', 'help', 'water', 'family', 'new', 'proud'], ['hurricane', 'emergency', 'management', 'disaster', 'helene', 'agency', 'federal', 'assistance', 'recovery', 'milton']]",0.0,"['community', 'help', 'federal', 'thank', 'work', 'great', 'support', 'service', 'family', 'county']","[0.993, 0.769]"
8,0.0,"['community', 'help', 'federal', 'thank', 'work', 'great', 'support', 'service', 'family', 'county']",9,[0],"[['community', 'thank', 'help', 'work', 'federal', 'great', 'support', 'honor', 'first', 'new']]",[0.996],[1.0],[1.0],1.0,1.0,continued,,,,,
8,1.0,"['kamala', 'border', 'harris', 'illegal', 'joe', 'biden', 'migrant', 'open', 'immigrant', 'czar']",9,"[1, 4]","[['kamala', 'border', 'harris', 'joe', 'biden', 'illegal', 'administration', 'czar', 'alien', 'migrant'], ['kamala', 'joe', 'biden', 'harris', 'inflation', 'price', 'american', 'americans', 'administration', 'energy']]","[0.994, 0.738]","[0.574, 0.426]","[0.57, 0.302]",1.0,0.872,unclear,,,,,
8,2.0,"['israel', 'iran', 'stand', 'united', 'terrorist', 'ally', 'hamas', 'attack', 'nations', 'iranian']",9,[2],"[['israel', 'iran', 'united', 'terrorist', 'stand', 'nations', 'hamas', 'attack', 'ally', 'must']]",[0.991],[1.0],[1.0],1.0,1.0,continued,,,,,
8,3.0,"['abortion', 'woman', 'access', 'reproductive', 'birth', 'control', 'contraception', 'ban', 'care', 'health']",9,[5],"[['abortion', 'reproductive', 'woman', 'access', 'ban', 'roe', 'care', 'birth', 'control', 'stopproject']]",[0.987],[1.0],[1.0],1.0,1.0,continued,,,,,
8,4.0,"['kamala', 'biden', 'joe', 'harris', 'inflation', 'energy', 'administration', 'economy', 'price', 'american']",9,"[4, 8]","[['kamala', 'joe', 'biden', 'harris', 'inflation', 'price', 'american', 'americans', 'administration', 'energy'], ['tax', 'pay', 'donald', 'class', 'corporation', 'republicans', 'middle', 'trump', 'cut', 'democrats']]","[0.992, 0.76]","[0.396, 0.304]","[0.406, 0.436]",0.7,0.842,unclear,,,,,
8,5.0,"['vote', 'election', 'early', 'voting', 'voter', 'ballot', 'register', 'mail', 'day', 'today']",9,[3],"[['vote', 'election', 'ballot', 'early', 'voting', 'mail', 'voter', 'day', 'request', 'voice']]",[0.986],[1.0],[1.0],1.0,1.0,continued,,,,,
8,6.0,"['lgbtq', 'hrc', 'scorecard', 'equality', 'score', 'proud', 'perfect', 'congressional', 'receive', 'right']",9,[7],"[['lgbtq', 'equality', 'hate', 'hrc', 'shepard', 'matthew', 'scorecard', 'lgbtqi', 'byrd', 'right']]",[0.931],[1.0],[1.0],1.0,1.0,continued,,,,,
8,7.0,"['medicare', 'drug', 'cost', 'senior', 'enrollment', 'cap', 'price', 'prescription', 'low', 'care']",9,[11],"[['medicare', 'price', 'cost', 'drug', 'senior', 'cap', 'care', 'prescription', 'pharma', 'insulin']]",[0.965],[1.0],[0.575],1.0,0.575,continued,,,,,
8,8.0,"['secret', 'report', 'donald', 'trump', 'july', 'service', 'task', 'failure', 'interim', 'force']",9,[],[],[],[],[],0.0,0.0,disappeared,,,,,
8,9.0,"['retail', 'crime', 'fightretailcrimeday', 'organize', 'combat', 'fighter', 'act', 'nrfnew', 'business', 'law']",9,[6],"[['crime', 'retail', 'fightretailcrimeday', 'organize', 'combat', 'fighter', 'act', 'business', 'gun', 'nrfnew']]",[0.983],[1.0],[1.0],1.0,1.0,continued,,,,,
