window_id,start_date,end_date,topic_doc_counts,topics,representative_tweets
0,2024-09-26 00:00:01,2024-10-03 00:00:01,"[4451, 517, 159, 150, 118, 65]","['kamala|community|help|helene|work|family|harris|federal|need|biden', 'israel|iran|attack|stand|hezbollah|must|missile|terrorist|defend|united', 'rosh|hashanah|year|new|wish|celebrate|jewish|shana|tovah|may', 'joe|biden|kamala|harris|iran|israel|administration|attack|world|weakness', 'jimmy|carter|birthday|president|happy|th|service|wish|we|thank', 'hate|haitian|racist|higgins|hindu|community|higgin|antisemitism|censure|place']","['As a member of the @ProChoiceCaucus, my colleagues and I are committed to ensuring every American has the resources they need to plan their futures, including access to the birth control method of their choice — free from barriers or stigma. #WorldContraceptionDay. https://t.co/8oS63uoV02||The way Vance and Trump lie about tariffs - pretending that foreign countries will write giant checks to the U.S. government - is just extraordinary. \n\nTrump’s tariff plan is a $4000 tax increase on families.||Tomorrow, September 30, marks the start of the Week Without Driving challenge. Not every Washingtonian has equal access to transportation, and this week highlights the need for public investment in transit.||300,000 migrant children have gone missing under Border Czar Harris. \n\nDue to her failure to secure our borders, these vulnerable children now face increased risks of trafficking &amp; exploitation.\n\nhttps://t.co/2NWSND1tt4||Checking in with Dorchester County who is helping with strike teams across the state. We’ve had 15 deaths statewide and a lot of damage in the upstate region. Thank you to all our first responders! https://t.co/W7mB4ckadA', ""My family in Israel is thankfully safe – but they and many others are in bomb shelters right now. A constant cycle of retaliation doesn’t make anyone in the region safer. Israel has a right to defend itself, but our shared goal should be avoiding a catastrophic regional war.||Yesterday, the U.S. &amp; our regional partners thwarted Iran's launch of 180+ ballistic missiles. \n\nWith Israel under attack along multiple borders, we cannot jeopardize its security. We must continue providing Israel with the means to defend against Iran's aggression.||Iran’s attack on Israel today is a clear reminder that Iran stands behind the Hezbollah and Hamas attacks against Israel.\xa0 That is why the United States must continue to stand with Israel.\xa0 I fully support Israel’s right to defend itself and protect its citizens.||UNRWA admits that they employed the head of Hamas in Lebanon.\n\nWhy is the U.S. still funding this corrupt organization?\n\nI offered an amendment to defund the UN earlier this year.\n\nDemocrats defeated it.||My statement on the Iranian attack against Israel. https://t.co/NJC9PF2L6P"", 'Wishing Jewish communities in Wake County and around the world a peaceful #RoshHashanah. \n \nMay this new year bring you joy, health and the opportunity for growth and renewal. https://t.co/r4V9bnpkZ8||Happy New Year to our Jewish friends and neighbors! 🍯🍎 Praying for a fresh start to peace &amp; safety in this new year. https://t.co/OFsjSfAxKs||This Rosh HaShanah, I want to wish those observing a good and sweet New Year!\n\nShanah Tova! ❤️||Shanah Tova! Wishing the Jewish community around the world a sweet and prosperous new year. May the Rosh Hashanah bring you health, joy and new beginnings. #RoshHashnah #NewYear https://t.co/jwIiBE3Bc0||Wishing a happy, healthy and sweet new year to the Jewish community celebrating in Brooklyn and around the world.\n\nMay you have a meaningful holiday season. Shana tova u’metuka!\n\n✡️🍎🍯🍎🍯✡️ https://t.co/CIImPhH2Fs', ""Pray for Israel.\n\nAnd never forget that the Biden/Harris admin gave more than $6 billion in funds to Iran's Islamist regime.||If Kamala Harris can't answer softball questions from MSNBC, how will she stand up to Xi Jinping, Putin, or the Iranian regime?\n\nShe is unfit to be commander in chief!||'Don't' as a foreign policy strategy doesn't work. https://t.co/nWkNjeOSvK||About to join @cvpayne on @FoxBusiness to talk about the attack on Israel and Biden &amp; Harris’s weak foreign policy.\n\nTune in: https://t.co/XmKb3OpsVT||The Biden-Harris Administration is directly to blame for any Israeli deaths from this missile barrage. \n\nJoe and Kamala worked to lift U.N. Sanctions on precisely these missiles that are now taking innocent lives.\n\nAmerica cannot call itself an ally of Israel when its leaders actively work to arm its adversaries."", ""Happy 100th Birthday to President Jimmy Carter! A true champion of peace, human rights, and service to others. Your legacy of compassion, humility, and dedication continues to inspire us all. https://t.co/19xjFSix6B||“We are of course a nation of differences. Those differences don't make us weak. They're the source of our strength.” — President Jimmy Carter\n\nHappy 100th, Mr. President!||Happy #NationalChocolateMilkDay!\n\xa0\nMake sure to grab a glass today and put a little moo in your step. 🐮||100 years. An incredible American century.\n\nHusband. Father. Grandfather. Naval Officer.\xa0Our 39th President. Created the Education Department. Expanded the National Park\xa0System. Bolstered Social Security. Won the Nobel Peace Prize.\n\nHappy 100th Birthday, President Carter!||Happy 100th Birthday, President Carter!\n\nFrom a peanut farmer to president of the United States, you’ve exemplified the dignity, respect, and compassion we should all expect from our public servants. Thank you for your service to our nation and the world."", ""A productive dialogue with @ADL’s @JGreenblatt, @RepJoshG, and @boundlessIL’s Dr. Rachel Fish on combatting the scourge of antisemitism in our communities. Nothing is more important than the safety of our fellow Americans, and the targeting of our Jewish brothers and sisters by extremists is something we must take seriously and do everything in our power to stop.||Over the weekend, I met with members of Nassau’s Haitian American community, as well as local elected officials, to discuss the false, hateful, and dehumanizing anti-Haitian rhetoric that is circulating our news cycle. I remain unwavering in my support for the Haitian American communities in #NY03 and throughout our nation. It is crucial that we reject this insidious and divisive language and focus on addressing the real issues that our country is facing.||Disgusted by the racist and xenophobic remarks made by Rep. Clay Higgins about the Haitian community.  I immediately signed on to @RepHorsford's resolution censuring Rep. Higgins for his vile comments--Hate has no place in this country, let alone in Congress.||As a proud immigrant, I see firsthand how hard we work &amp; contribute to this country- but Republicans &amp; Trump think they will win this election by repeating manufactured conspiracy theories about Haitian immigrants in Springfield. The xenophobic lies must end. https://t.co/EsJJPU0Tc0||What hideous, shameless racism. \n\nRepublicans in Congress and on the Presidential ticket continue to peddle dangerous lies about our Haitian neighbors. This vile behavior has no place in our politics and no place in America.\n\nThe GOP is telling us who they are. Believe them. https://t.co/KsQDKyeIJN""]"
1,2024-09-29 00:00:01,2024-10-06 00:00:01,"[1303, 732, 663, 435, 256, 216, 167, 115, 95, 86, 71, 69, 64, 60]","['community|great|work|service|help|thank|support|veteran|join|today', 'helene|hurricane|federal|emergency|disaster|help|county|agency|management|assistance', 'israel|iran|attack|stand|must|missile|ally|joe|biden|defend', 'kamala|border|harris|biden|joe|illegal|alien|management|agency|immigrant', 'rosh|hashanah|year|new|wish|celebrate|jewish|shana|tovah|may', 'care|abortion|medicare|donald|republicans|act|project|drug|health|trump', 'election|donald|trump|doj|vote|investigation|attempt|voter|secret|federal', 'jimmy|carter|birthday|president|happy|th|service|wish|legacy|compassion', 'strike|port|worker|economy|contract|union|joe|biden|ila|bargaining', 'star|gold|mother|family|sacrifice|honor|day|love|service|one', 'teacher|educator|worldteachersday|day|world|thank|happy|shape|student|inspire', 'cancer|breast|breastcancerawarenessmonth|awareness|detection|screening|early|month|survivor|woman', 'passport|lebanon|travel|citizen|state|statedept|renew|flight|embassy|online', 'violence|domestic|survivor|awareness|month|support|prevention|suicide|safe|help']","[""Excited to announce our newest spooky adventure—the Paranormal Trail 👻 Explore 14 eerie West Virginia landmarks, uncover chilling mysteries, and earn prizes along the way. It's the perfect chance to embrace the spirit of the season!\n\nSign up now: https://t.co/Kf0gDHYv89 https://t.co/IZ0GV97Jap||The new Breaks Regional Airport and this money is a game changer for the region.||Salmon season is upon us. Salmon are vital to King County’s culture, economy and environment. Learn more about the history of this Pacific Northwest icon: https://t.co/mdvgldQPts||#ICYMI: Over $12 million is on the way to 17 counties and two tribes in #TX23 to help our law enforcement partner with Border Patrol AGAINST human and drug smuggling. ⬇️\n\nhttps://t.co/SERz4lU9Uq||It's great to see the next generation exploring career paths in the skilled trades!\n\nAs these students work toward their futures, events like this invest in growing our workforce, strengthening our economy, and setting our young people up for success.\nhttps://t.co/IDJpqByHuz"", 'Even as we grieve for and help the current victims of Hurricane Helene, we must do what we can now to prevent future such tragedies.||Sen. Ossoff expressed appreciation that @FEMA_Deanne will be in Georgia today.||#NC11 Hurricane Helene Update: @WoodfinPolice has shared that food, water and 500 meals will be handed out at the Woodfin Town Hall at 90 Elk Mountain Rd. starting at 2:00 p.m. today (October 1).||If this is true and President Biden has yet to deploy helicopters from Fort Bragg, he should do so immediately.||Hurricane Helene hit small businesses in Southwest Virginia hard. @SBAgov has declared low-interest disaster loans are available to businesses in Giles, Grayson, Smyth, Tazewell, Washington, and Wythe counties and the City of Galax. https://t.co/y0wrhmTvPH', ""I am closely monitoring the developments in Israel. The U.S. remains committed to the people of Israel and their right to security and defense. My thoughts are with those impacted tonight.||@mafergus3 I’ll keep a strong U.S.-Israel partnership strong! You encourage me!||Now more than ever, the U.S. must defend Israel’s right to exist. https://t.co/ajkBBiiBR8||My statement on Iran's attack on Israel: https://t.co/NBJRdMEidZ||.@jensstoltenberg has led NATO through challenging times and overseen the Alliance’s expansion in the face of emboldened global adversaries. I thank him for his tireless dedication.\n\nI look forward to working alongside incoming SecGen Mark Rutte to strengthen and advance NATO. https://t.co/64vTTx0TYt"", 'Typical Alejandro Mayorkas.\n\nThe Secretary of Homeland Security continues to gaslight the American people that there is not a disaster at our southern border. \n\nThis administration is ripping apart the fabric of America. https://t.co/Ij8bMbjYYD||We’re surging in the polls because we are exposing Sherrod Brown for the RADICAL fraud he truly is. But I need your help to meet a CRUCIAL fundraising goal by midnight tonight.\n\nChip in ANYTHING to help us send Sherrod packing and save our country. This might be our last chance to make it happen.\n\nhttps://t.co/Q8zpqPFFiu||It is unconscionable that people can allegedly loot and take advantage of disaster victims that have already lost everything.\n\nDeport these individuals immediately and revoke their visas.\n\nhttps://t.co/ShhBmQoWxt||It’s outrageous to hear from @SecMayorkas that @fema does not have the funds to make it through this hurricane season when we KNOW they have spent hundreds of millions of dollars to facilitate the @JoeBiden-@KamalaHarris illegal immigration disaster. https://t.co/miKY38K1dC||The Biden-Harris administration’s open border policies have led to a staggering crisis: over 320,000 migrant children are missing. Nearly 300,000 never received proper Notices to Appear, and thousands more disappeared without ICE knowing their whereabouts. This failure puts vulnerable children at serious risk of human trafficking and exploitation.\n\nI’ve demanded answers from ICE because we must know how this happened and ensure these children are found. The Biden-Harris administration’s open-border policies have put too many lives in danger.', ""Wishing a joyful and blessed Rosh Hashanah to all who celebrate. May you be written and sealed for a good year. https://t.co/ItFc0rbtUv||Wishing a happy Jewish new year to all who celebrate in #FL03 and across the Sunshine State! Shana tovah! https://t.co/KKG4fOQnr3||Wishing Jewish communities in Wake County and around the world a peaceful #RoshHashanah. \n \nMay this new year bring you joy, health and the opportunity for growth and renewal. https://t.co/r4V9bnpkZ8||Shana Tova to everyone celebrating Rosh Hashana in Michigan and beyond. Hoping this New Year brings peace, community, and togetherness.||I'm wishing a Happy Rosh Hashanah to the families in Vermont and everyone around the world celebrating.\n\nMay you and your loved ones have a sweet and good year."", ""Project 2025 threatens to make the Thurmans’ nightmare a reality for too many more families.\n\nAmber Thurman should be raising her son and helping her patients today. In her name, we must work to restore and enhance reproductive care nationwide.||I’ll work with anyone - Democrat or Republican - to deliver results for Iowa families. Commonsense solutions aren’t about party - they’re about policies that do the most good for the most people. https://t.co/y4m4FGhY6o||If you think this is splitting hairs, I ask you this: Why change the language if not to make a substantive change to the law?||The presidential campaigns should be focused on Paid Family Leave!! I agree Congress needs to act. We need a plan that can pass, which is why I am working with a bipartisan group of Senators to create that plan.||High-quality healthcare is still too expensive for many families.\n\nI'm supporting legislation to protect and expand tax credits in the Affordable Care Act to help people save money on the care they need."", 'Organized crime is harming small businesses &amp; endangering public safety.\n\nI’m leading the bipartisan Improving Federal Investigations of Organized Retail Crime Act to boost information sharing between all levels of government &amp; local law enforcement.\nhttps://t.co/yA9xNcTlL3||Concerned that studies show that the State of Texas has taken steps to restrict voter participation, I joined 48 federal, state, and local elected officials from across TX in a request to the Department of Justice to monitor the upcoming election in Texas.\n\nRead our letter ⬇️ https://t.co/PYRCdA3wOD||This is why the SAVE Act is necessary to protect the integrity of our elections. \n\n@alasecofstate is being punished by the Biden-Harris DOJ for fulfilling his Constitutional duty. \n\nWhy are Democrats so set on having non-citizens vote in our elections?||Coming home from being held hostage or wrongfully detained abroad to find that the IRS has penalized you for not paying your taxes is an outrage. My op-ed in @WSJ discusses my bills to restore financial security for wrongful detainees when they return home. https://t.co/3pLE2yy79W||The new unsealed evidence is yet more damning proof that Trump was part of the attempt to overthrow the government on January 6.\n\nHis callous, uncaring, and incendiary comments sound like Marie Antoinette declaring “let them eat cake!""\n\n“So what?” Was his response to VP Pence peril and “The details don’t matter” when told his election fraud claims were false.\nhttps://t.co/hDnSfVjJUU', 'Happy birthday to former President Jimmy Carter, who makes history today as the longest-living U.S. president!\n\nFrom human rights to global health, his decades of service—both in and out of the Oval Office—continue to shape our world. Wishing him well on his special day! https://t.co/JeWeqLAhGA||🧵Today as we celebrate President Jimmy Carter’s 100th Birthday, I think back fondly on my proud service in his administration and the indelible impact he had on our great nation and the American experiment. 1/8 https://t.co/a01xFfhgCj||Happy birthday to our longest-living President, a humanitarian and leader of strong moral character. https://t.co/2FTYuTpGms||Happy 100th Birthday, President Carter! Your hopeful vision continues to be a powerful driving force inside those of us who believe deeply in the power of service. Thank you for showing us what it means to lead with integrity and compassion in your century of service. https://t.co/tNPKhiy1m4||Happy 100th birthday to President Jimmy Carter! Thank you for embodying a century of American patriotism and democracy. Here’s to another year surrounded by loved ones and good health.', ""Pleased to hear that the ILA and USMX agreed to a tentative deal on wages and that the longshoremen were given more time to negotiate a contract. Thanks to @POTUS and @ActSecJulieSu for working around the clock on this. Our workers deserve a fair day's pay for a hard day's work.||The International Longshoremen's Association port strike is a $5 billion per day problem that will crush the American consumer.\n\nJoe Biden and Kamala Harris are letting union bosses play games with our economy.||Amazon tried to skirt the law and avoid bargaining with the @Teamsters when they were required to — and the @NLRB is cracking down.\n\nThese laws exist to protect the rights of workers &amp; unions. This is exactly why it's important to have an NLRB with teeth.\nhttps://t.co/l7Al1poD30||Today’s agreement is the result of successful collective bargaining. When workers can form a union, they can bargain for higher pay, better benefits, and safer workplaces.\n\nThank you to @POTUS, @VP, and @ActSecJulieSu for ensuring workers have a voice on the job.||I warned about this days ago.\n\nLongshoremen voted to strike, they walk out Tuesday.\n\n85,000 dockworkers from Maine to Texas. Will impact 36 ports and all imports & exports from Maine to Texas!\n\nThis could get rough.\n\n https://t.co/imBh4kyMST"", ""My parents would call me in the living room to watch important world events. The falling of the Berlin Wall. The Challenger. Clinton’s handshake with Rabin and Arafat. And when Pete Rose hit 4190. Rest in Peace 🙏🏻💙\n\nTime to put him in the Hall of Fame.||Truly an honor to join Westchester County officials yesterday in honoring our Gold Star families. I am eternally grateful to our heroes and their families, especially those who made the ultimate sacrifice. https://t.co/Pr8pXoX3lQ||We mourn the loss of Brownsville’s own Kris Kristofferson. A true legend who will be remembered through his music, acting roles, and impact he left on us all. My thoughts and prayers are with his family and loved ones as they navigate this difficult time. https://t.co/35OHJZWlLx||This Gold Star Mothers and Family Day, I’m thinking of Captain Nava’s mother and family who continue the legacy of his brave sacrifice. And we're working together to pass my bill to rename the Comstock Park Post Office in his honor and cement his legacy for our community. https://t.co/wCr9v5yl7k||The knock on a door that initiates military families into the Gold Star community is one that changes their lives forever. Today, we honor our nation's Gold Star mothers and recognize their selfless contribution to preserving the liberties we hold dear. https://t.co/xqwaYmTmVc"", ""Teachers dedicate their lives to make sure students feel safe and supported in and out of the classroom.\nHappy World Teacher's Day to all the incredible educators across CT-05 who inspire, empower, and shape the minds of children. Your hard work makes the world a brighter place. https://t.co/Wtq1wX8awI||Congratulations to Graciela Miranda of @PikeHighSchool on being named the 2025 Indiana Teacher of the Year.\n\nThank you to outstanding teachers like Graciela across our state who are making a difference in the lives of Hoosier students.\n\nhttps://t.co/NUGUgAjP1G||Happy World Teachers' Day! Today, we celebrate the incredible educators who inspire, guide, and shape the future every day.\n\nThank you for your dedication, wisdom, and unwavering support. https://t.co/PVp6JSxYng||On the last day of #NationalLiteracyMonth, I want to give Utah's amazing teachers and principals a shoutout for the hard work they do to make Utah's education system one of the best in the nation!\nhttps://t.co/mO7QO8Z77M||Happy World Teachers' Day! Today, we celebrate the incredible educators who inspire, guide and shape the future every day."", ""Breast cancer is one of the most common types of cancer for women, impacting loved ones, friends and community members.\n\nDuring #NationalBreastCancerAwarenessMonth, we must continue to raise awareness, remove barriers to detection and treatment and further efforts to find a cure.||Cardiovascular disease is the world's leading cause of death. Today, on #WorldHeartDay it is important to educate people on the risk factors associated with cardiovascular disease and the actions individuals can take to prevent it. https://t.co/FuyBBSunTY||Breast Cancer Awareness Month aims to educate and express the importance of early detection while celebrating advancements in treatment. 1 in 8 women will be diagnosed with breast cancer in her lifetime. As the Bipartisan Women's Caucus Vice Chair, I am determined to improve access to early detection screenings.||This #WorldHeartDay, let's love our hearts.❤️\n\nCardiovascular disease is the #1 leading cause of death worldwide, but we can decrease our vulnerabilities to it through a healthy lifestyle and diet. Keep moving and get your blood pumping today, West Michigan!||Breast cancer affects millions of people each year—it’s the second leading cause of cancer deaths for women in the U.S.\n\nScreening is a crucial tool for early detection and treatment. During #BreastCancerAwarenessMonth, I encourage folks to get screened.\nhttps://t.co/3DbAQR6IB4"", 'For additional information, see @usembassybeirut’s full security alert at:\nhttps://t.co/a8qgDTQXpV||The Department of State should reconsider Nashville as a location for its new passport agency. Nashville is a prime location to house a new passport facility that will benefit Tennesseans and neighboring states alike. \n\nhttps://t.co/vVypGEkqmj||The Department of State’s Online Passport Renewal system allows Americans to renew their passports through a secure and paperless process.\n\nCheck to make sure your passports are up-to-date and visit the site below for more info:\nhttps://t.co/aIy0SBVQph||My #CA34 Passport Fair is only a few weeks away! If you need help renewing your passport or applying for the first time, this is your chance to speak to an agent on-site and receive direct guidance. ✈️\n\nRSVP today at https://t.co/nbzI96dVZM https://t.co/zvTmhzk4w9||You can also follow @TravelGov for ongoing updates from the State Department. https://t.co/VSX4VZmBZY', ""During National Suicide Awareness Month, we mourn those we’ve lost to suicide and send comfort to their loved ones.\n\nWe can all help prevent this growing crisis. If you or someone you know needs support, call or text 988.||As Suicide Prevention Month comes to an end, it’s important to remember that help is available – today, this month, and all year long.\n\n📞or 📱 9-8-8 to reach the Suicide and Crisis Lifeline. Dial “1” to reach the Veterans Crisis Line. https://t.co/WqOstX4v8S||The Resiliency and Justice Center continues to provide important services to Southern Nevadans impacted by violence. I'm proud to have nominated them for the Congressional Crime Survivors and Justice Caucus Allied Professionals Award they won last year. https://t.co/mkjmJUlBtM https://t.co/3DE6aWwptu||I also have consistently supported the Family Violence Prevention and Services Improvement Act to protect victims of domestic violence &amp; provide resources directly to local shelters &amp; organizations uplifting survivors in our community.\nhttps://t.co/DsTKZMlNaf||Domestic and dating violence are despicable, but sadly, they affect thousands in Rochester each year. \n\nToday I announced $500,000 in federal funding for Monroe County and @willowcenterny to help prosecute offenders and ensure survivors have access to the support they deserve.""]"
