relation,similarity,window1,window2,topic_id
continued,0.21181862841612936,8,9,12
continued,0.16978334714073456,8,9,13
continued,0.15295315720906932,8,9,14
continued,0.16084981616416477,8,9,15
continued,0.20582738912435672,8,9,16
continued,0.1112190282950546,8,9,17
continued,0.12193178007806461,8,9,18
continued,0.12886760437278783,8,9,19
continued,0.16815798765408596,8,9,20
continued,-0.010363899810480522,8,9,21
continued,0.16346341893952457,8,9,22
continued,-0.0003237248306080196,8,9,23
continued,0.09077733564849312,8,9,24
continued,0.08228799673301039,8,9,25
continued,0.20439022592581216,8,9,26
continued,-0.0034203223809905767,8,9,27
continued,0.13578318303393175,8,9,28
continued,0.09957265261475938,8,9,29
continued,0.123427695377503,8,9,30
continued,0.1314445514725591,8,9,31
continued,0.062338923793142396,8,9,32
continued,0.10559818144578594,8,9,33
continued,0.1651646573688505,8,9,34
continued,0.04220844603382532,8,9,35
continued,0.09037671509188157,8,9,36
continued,0.03751491911721967,8,9,37
continued,-0.036855738845939415,8,9,38
continued,0.09127681173353377,8,9,39
