topic,timepoint1,timepoint2,similarity
1,89,90,0.9664630530335918
1,90,91,0.9265295897103129
1,91,92,0.8670189133035194
1,92,93,0.6036589102303344
1,93,94,0.9583741244476841
1,94,95,0.9744143233351403
1,95,96,0.7945206920358088
1,96,97,0.7946933420364962
1,97,98,0.9918192413190806
1,98,99,0.9785305888713791
1,99,100,0.9999995957778779
1,100,101,0.9999995774675879
1,101,102,0.9926016314260703
1,102,103,0.9999987021837535
1,103,104,0.9861081297214088
1,104,105,0.9731539978193583
1,105,106,0.9915439640140477
1,106,107,0.9699333279462106
1,107,108,0.9811047537744149
1,108,109,0.962145936169611
1,109,110,0.9577857099891717
1,110,111,0.9846931796923496
1,111,112,0.9932472515788063
1,112,113,0.9792106482690438
1,113,114,0.936927901479635
1,114,115,0.9738455609075656
1,115,116,0.9753832375692165
1,116,117,0.9653040023747499
1,117,118,0.9802659952995257
1,118,119,0.8575858515512229
1,119,120,0.8784986323216678
1,120,121,0.9819134881749831
1,121,122,0.7913615272585558
1,122,123,0.9807687680106475
1,123,124,0.7470418169897929
1,124,125,0.6109120967148491
1,125,126,0.7957696675672256
1,126,127,0.8839100332626129
1,127,128,0.8653947407470595
1,128,129,0.7676754849051254
1,129,130,0.703469792188687
1,130,131,0.8733114958040068
1,131,132,0.8711103648852848
1,132,133,0.9459038358683116
1,133,134,0.9189570835742333
1,134,135,0.9846807355287006
1,135,136,0.9644663352223289
1,136,137,0.9717906272562647
1,137,138,0.9718805249213607
1,138,139,0.8383057791054177
1,139,140,0.9596995203370663
1,140,141,0.8535568120127652
1,141,142,0.739250025889998
1,142,143,0.7238052541901561
1,143,144,0.9634052040663731
1,144,145,0.7486973413722356
1,145,146,0.6882767963916296
1,146,147,0.7105241441192357
1,147,148,0.966275951921457
1,148,149,0.8668427220413712
1,149,150,0.9748686684692308
1,150,151,0.9370566674449041
1,151,152,0.957762980565123
1,152,153,0.6769516886467694
1,153,154,0.9224798927857826
1,154,155,0.8964150433832482
1,155,156,0.9652567983802315
1,156,157,0.9236824755963706
1,157,158,0.8626964141244268
1,158,159,0.985832023720417
1,159,160,0.9343524461032815
1,160,161,0.77265922970641
1,161,162,0.9651148874527627
1,162,163,0.9650649162117348
1,163,164,0.9999999786963
1,164,165,0.699811752895746
1,165,166,0.8595822636034038
1,166,167,0.9418648268761154
1,167,168,0.892322397822535
1,168,169,0.7772227830630293
1,169,170,0.9562685294096085
1,170,171,0.9551777488609209
1,171,172,0.5886332105802261
1,172,173,0.6566269946513049
1,173,174,0.9405574194695053
1,174,175,0.8062736475867628
1,175,176,0.8559382233284828
1,176,177,0.8449475144457916
1,177,178,0.8304555855111962
1,178,179,0.8144759872378732
1,179,180,0.8816735524051071
1,180,181,0.8193921302819746
1,181,182,0.7729102871075111
1,182,183,0.9441910588946828
1,183,184,0.8426096065978851
1,184,185,0.9037091286957555
1,185,186,0.9423282967310507
1,186,187,0.7544506771529209
1,187,188,0.9397128216940323
1,188,189,0.7755431511644435
1,189,190,0.9229424889195588
1,190,191,0.988484222710554
1,191,192,0.9518333605652093
1,192,193,0.8131103623503821
1,193,194,0.8411888507555086
1,194,195,0.8250016642718923
1,195,196,0.9474115455547285
1,196,197,0.9244340993379497
1,197,198,0.8836302497321783
1,198,199,0.9268239126689847
1,199,200,0.9626254497293079
1,200,201,0.8644211282878239
1,201,202,0.8565081102608353
1,202,203,0.9727504418938518
1,203,204,0.9061231056131644
1,204,205,0.9036551446916302
1,205,206,0.9817376944908746
1,206,207,0.9221859677751865
1,207,208,0.892290169172379
1,208,209,0.5872830061915836
1,209,210,0.7859944533972693
1,210,211,0.9024375442104859
1,211,212,0.6983739674658808
1,212,213,0.7358842359095572
1,213,214,0.9176500588983637
1,214,215,0.9567409189290008
1,215,216,0.8560273411347522
1,216,217,0.845156072685854
1,217,218,0.8903410190128704
1,218,219,0.9824408040432375
1,219,220,0.9336741143447528
1,220,221,0.9388422268531363
1,221,222,0.9385948718758833
1,222,223,0.8948132555571359
1,223,224,0.9041307476322155
1,224,225,0.8635485345821186
1,225,226,0.9485248889154527
2,0,1,0.8457848511179995
2,1,2,0.9132123188399826
2,2,3,0.8011011362199774
2,3,4,0.8010996772834329
2,4,5,0.9999999999813395
2,5,6,0.9576062317083014
2,6,7,0.9536406788666113
2,7,8,0.6331600589220446
2,8,9,0.7563503371603022
2,9,10,0.6609396690649467
2,10,11,0.7905143390366091
2,11,12,0.886899840421994
2,12,13,0.8025283493023951
2,13,14,0.6680546154540765
2,14,15,0.8509639518876729
2,15,16,0.9431195253707875
2,16,17,0.9151288926637287
2,17,18,0.642880377344173
2,18,19,0.642879986718745
2,19,20,0.8409502055380159
2,20,21,0.8174073932647601
