window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation,topics_from,topics_from_words,topic_to,topic_to_words,antecedents_similarities
0,0.0,"['provision', 'object', 'indians', 'proper', 'consideration', 'militia', 'lay', 'constitution', 'ought', 'establishment']",1,[],[],[],[],[],0.0,0.0,disappeared,,,,,
0,1.0,"['treaty', 'commissioner', 'vessel', 'th', 'article', 'capture', 'appoint', 'britain', 'majesty', 'meet']",1,"[3, 4]","[['commissioner', 'treaty', 'article', 'th', 'appoint', 'majesty', 'britain', 'vessel', 'river', 'amity'], ['treaty', 'negotiation', 'honor', 'faith', 'algier', 'regency', 'france', 'envoy', 'disposition', 'french']]","[0.924, 0.845]","[0.5, 0.375]","[1.0, 1.0]",0.875,2.0,split,,,,,
1,0.0,"['militia', 'pennsylvania', 'constitution', 'seat', 'county', 'execution', 'army', 'officer', 'judicial', 'execute']",2,[6],"[['court', 'judiciary', 'consider', 'consideration', 'constitution', 'perform', 'organization', 'sufficiently', 'cause', 'execute']]",[0.807],[0.406],[1.0],0.406,1.0,unclear,,,,,
1,1.0,"['happiness', 'let', 'ruler', 'supreme', 'fully', 'blessing', 'gratitude', 'wish', 'sense', 'insurrection']",2,[2],"[['gratitude', 'city', 'health', 'prospect', 'blessing', 'providence', 'safety', 'neglect', 'afflict', 'sickness']]",[0.947],[0.955],[0.812],0.955,0.812,continued,,,,,
1,2.0,"['expenditure', 'manufacture', 'appropriation', 'direct', 'estimate', 'revenue', 'account', 'ensue', 'sum', 'satisfaction']",2,[1],"[['expense', 'expenditure', 'taxis', 'revenue', 'receipt', 'treasury', 'direct', 'ensue', 'principal', 'loan']]",[0.936],[0.955],[0.947],0.955,0.947,continued,,,,,
1,3.0,"['commissioner', 'treaty', 'article', 'th', 'appoint', 'majesty', 'britain', 'vessel', 'river', 'amity']",2,[3],"[['treaty', 'commissioner', 'article', 'th', 'claim', 'river', 'vessel', 'majesty', 'appoint', 'capture']]",[0.971],[0.944],[0.923],0.944,0.923,continued,,,,,
1,4.0,"['treaty', 'negotiation', 'honor', 'faith', 'algier', 'regency', 'france', 'envoy', 'disposition', 'french']",2,[4],"[['france', 'minister', 'french', 'honor', 'disposition', 'envoy', 'sincerity', 'receive', 'negotiation', 'difference']]",[0.951],[0.833],[1.0],0.833,1.0,continued,,,,,
1,5.0,"['naval', 'navy', 'port', 'sea', 'experience', 'coast', 'fortification', 'ought', 'pacific', 'intercourse']",2,[0],"[['vessel', 'naval', 'sea', 'lay', 'measure', 'information', 'harbor', 'mediterranean', 'respect', 'cruiser']]",[0.922],[1.0],[0.68],1.0,0.68,continued,,,,,
1,6.0,"['indians', 'indian', 'tribe', 'creek', 'frontier', 'georgia', 'hostility', 'friendship', 'prevent', 'consequence']",2,[5],"[['title', 'tribe', 'territory', 'indian', 'include', 'extinguish', 'demarcation', 'extend', 'ground', 'boundary']]",[0.822],[0.6],[0.857],0.6,0.857,unclear,,,,,
2,0.0,"['vessel', 'naval', 'sea', 'lay', 'measure', 'information', 'harbor', 'mediterranean', 'respect', 'cruiser']",3,"[1, 6]","[['vessel', 'sea', 'mediterranean', 'coast', 'tripoli', 'harbor', 'cruiser', 'appear', 'send', 'barbary'], ['port', 'militia', 'town', 'sea', 'competent', 'point', 'boat', 'fortification', 'gun', 'appropriation']]","[0.917, 0.875]","[0.48, 0.32]","[0.85, 1.0]",0.8,1.85,split,,,,,
2,1.0,"['expense', 'expenditure', 'taxis', 'revenue', 'receipt', 'treasury', 'direct', 'ensue', 'principal', 'loan']",3,[0],"[['treasury', 'principal', 'receipt', 'expense', 'revenue', 'payment', 'sum', 'upward', 'discharge', 'th']]",[0.965],[0.947],[1.0],0.947,1.0,continued,,,,,
2,2.0,"['gratitude', 'city', 'health', 'prospect', 'blessing', 'providence', 'safety', 'neglect', 'afflict', 'sickness']",3,"[4, 7]","[['neutral', 'circumstance', 'wisdom', 'look', 'commit', 'friendly', 'tend', 'conduct', 'desirable', 'affair'], ['establish', 'indian', 'disposition', 'friendship', 'newly', 'friendly', 'household', 'moderate', 'health', 'acquire']]","[0.867, 0.746]","[0.688, 0.312]","[0.833, 0.714]",1.0,1.548,split,,,,,
2,3.0,"['treaty', 'commissioner', 'article', 'th', 'claim', 'river', 'vessel', 'majesty', 'appoint', 'capture']",3,[5],"[['negotiation', 'issue', 'duty', 'treaty', 'river', 'produce', 'enable', 'difference', 'western', 'france']]",[0.76],[0.692],[0.4],0.692,0.4,unclear,,,,,
2,4.0,"['france', 'minister', 'french', 'honor', 'disposition', 'envoy', 'sincerity', 'receive', 'negotiation', 'difference']",3,[],[],[],[],[],0.0,0.0,disappeared,,,,,
2,5.0,"['title', 'tribe', 'territory', 'indian', 'include', 'extinguish', 'demarcation', 'extend', 'ground', 'boundary']",3,[2],"[['river', 'mississippi', 'ohio', 'land', 'tribe', 'settle', 'mouth', 'include', 'cede', 'purchase']]",[0.92],[0.857],[0.846],0.857,0.846,continued,,,,,
2,6.0,"['court', 'judiciary', 'consider', 'consideration', 'constitution', 'perform', 'organization', 'sufficiently', 'cause', 'execute']",3,[3],"[['constitution', 'legislature', 'judiciary', 'court', 'case', 'trust', 'consider', 'exercise', 'enterprise', 'execution']]",[0.924],[1.0],[0.846],1.0,0.846,continued,,,,,
3,0.0,"['treasury', 'principal', 'receipt', 'expense', 'revenue', 'payment', 'sum', 'upward', 'discharge', 'th']",4,[3],"[['treasury', 'receipt', 'sum', 'revenue', 'fund', 'principal', 'th', 'payment', 'september', 'current']]",[0.935],[0.762],[0.929],0.762,0.929,continued,,,,,
3,1.0,"['vessel', 'sea', 'mediterranean', 'coast', 'tripoli', 'harbor', 'cruiser', 'appear', 'send', 'barbary']",4,[],[],[],[],[],0.0,0.0,disappeared,,,,,
3,3.0,"['constitution', 'legislature', 'judiciary', 'court', 'case', 'trust', 'consider', 'exercise', 'enterprise', 'execution']",4,[],[],[],[],[],0.0,0.0,disappeared,,,,,
3,4.0,"['neutral', 'circumstance', 'wisdom', 'look', 'commit', 'friendly', 'tend', 'conduct', 'desirable', 'affair']",4,[0],"[['minister', 'vessel', 'british', 'belligerent', 'intercourse', 'occasion', 'instruction', 'neutral', 'spain', 'communication']]",[0.878],[0.833],[0.306],0.833,0.306,disappeared,,,,,
3,5.0,"['negotiation', 'issue', 'duty', 'treaty', 'river', 'produce', 'enable', 'difference', 'western', 'france']",4,[],[],[],[],[],0.0,0.0,disappeared,,,,,
3,6.0,"['port', 'militia', 'town', 'sea', 'competent', 'point', 'boat', 'fortification', 'gun', 'appropriation']",4,[1],"[['sea', 'militia', 'appropriation', 'town', 'gun', 'port', 'work', 'vessel', 'boat', 'harbor']]",[0.94],[1.0],[0.727],1.0,0.727,continued,,,,,
3,8.0,"['officer', 'district', 'having', 'function', 'louisiana', 'deposit', 'form', 'appoint', 'supply', 'command']",4,[],[],[],[],[],0.0,0.0,disappeared,,,,,
3,,,4,,,,"[0.846, 1.0]","[0.438, 0.562]",1.846,1.0,merge,"[2, 7]","[['river', 'mississippi', 'ohio', 'land', 'tribe', 'settle', 'mouth', 'include', 'cede', 'purchase'], ['establish', 'indian', 'disposition', 'friendship', 'newly', 'friendly', 'household', 'moderate', 'health', 'acquire']]",2.0,"['tribe', 'indian', 'mississippi', 'friendship', 'ohio', 'source', 'advance', 'neighbor', 'establish', 'agriculture']","[0.886, 0.898]"
4,0.0,"['minister', 'vessel', 'british', 'belligerent', 'intercourse', 'occasion', 'instruction', 'neutral', 'spain', 'communication']",5,[0],"[['british', 'order', 'council', 'minister', 'decree', 'communication', 'france', 'neutral', 'repeal', 'communicate']]",[0.975],[0.833],[0.911],0.833,0.911,continued,,,,,
4,1.0,"['sea', 'militia', 'appropriation', 'town', 'gun', 'port', 'work', 'vessel', 'boat', 'harbor']",5,"[1, 2]","[['appropriation', 'port', 'work', 'sea', 'york', 'town', 'harbor', 'repair', 'place', 'authorize'], ['militia', 'army', 'preparation', 'establishment', 'provision', 'recommend', 'raise', 'portion', 'importance', 'volunteer']]","[0.925, 0.821]","[0.636, 0.364]","[1.0, 1.0]",1.0,2.0,split,,,,,
4,2.0,"['tribe', 'indian', 'mississippi', 'friendship', 'ohio', 'source', 'advance', 'neighbor', 'establish', 'agriculture']",5,[4],"[['tribe', 'indian', 'friendship', 'neighbor', 'quarter', 'advance', 'continuance', 'disposition', 'attachment', 'preserve']]",[0.865],[0.688],[1.0],0.688,1.0,unclear,,,,,
4,3.0,"['treasury', 'receipt', 'sum', 'revenue', 'fund', 'principal', 'th', 'payment', 'september', 'current']",5,[3],"[['treasury', 'receipt', 'september', 'principal', 'th', 'revenue', 'current', 'loan', 'end', 'near']]",[0.941],[0.786],[1.0],0.786,1.0,continued,,,,,
5,0.0,"['british', 'order', 'council', 'minister', 'decree', 'communication', 'france', 'neutral', 'repeal', 'communicate']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,1.0,"['appropriation', 'port', 'work', 'sea', 'york', 'town', 'harbor', 'repair', 'place', 'authorize']",6,[0],"[['manufacture', 'port', 'navigation', 'supply', 'particular', 'complete', 'statement', 'require', 'improvement', 'experience']]",[0.857],[0.929],[0.407],0.929,0.407,unclear,,,,,
5,2.0,"['militia', 'army', 'preparation', 'establishment', 'provision', 'recommend', 'raise', 'portion', 'importance', 'volunteer']",6,[1],"[['militia', 'establishment', 'army', 'recommend', 'provision', 'discipline', 'expense', 'resource', 'academy', 'bulwark']]",[0.95],[1.0],[0.75],1.0,0.75,continued,,,,,
5,3.0,"['treasury', 'receipt', 'september', 'principal', 'th', 'revenue', 'current', 'loan', 'end', 'near']",6,[6],"[['treasury', 'sum', 'loan', 'receipt', 'th', 'include', 'september', 'end', 'revenue', 'expense']]",[0.953],[1.0],[0.917],1.0,0.917,continued,,,,,
5,4.0,"['tribe', 'indian', 'friendship', 'neighbor', 'quarter', 'advance', 'continuance', 'disposition', 'attachment', 'preserve']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
5,5.0,"['improvement', 'education', 'branch', 'expense', 'road', 'canal', 'thought', 'invite', 'science', 'seminary']",6,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,0.0,"['manufacture', 'port', 'navigation', 'supply', 'particular', 'complete', 'statement', 'require', 'improvement', 'experience']",7,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,1.0,"['militia', 'establishment', 'army', 'recommend', 'provision', 'discipline', 'expense', 'resource', 'academy', 'bulwark']",7,[0],"[['militia', 'establishment', 'consideration', 'provision', 'recommend', 'constitution', 'army', 'organization', 'improvement', 'convenient']]",[0.943],[0.95],[0.692],0.95,0.692,continued,,,,,
6,2.0,"['tribe', 'enemy', 'regular', 'savage', 'frontier', 'indian', 'volunteer', 'command', 'major', 'troop']",7,[6],"[['volunteer', 'enemy', 'command', 'regular', 'major', 'attack', 'troop', 'brigadier', 'hostile', 'fort']]",[0.943],[0.667],[0.909],0.667,0.909,continued,,,,,
6,3.0,"['prisoner', 'british', 'britain', 'mode', 'criminal', 'confinement', 'province', 'send', 'confine', 'officer']",7,[],[],[],[],[],0.0,0.0,disappeared,,,,,
6,4.0,"['enemy', 'contest', 'example', 'savage', 'humanity', 'independent', 'honorable', 'circumstance', 'usage', 'defeat']",7,[4],"[['enemy', 'british', 'prisoner', 'humanity', 'contest', 'retaliation', 'example', 'confinement', 'hope', 'britain']]",[0.96],[0.857],[0.75],0.857,0.75,continued,,,,,
6,6.0,"['treasury', 'sum', 'loan', 'receipt', 'th', 'include', 'september', 'end', 'revenue', 'expense']",7,[3],"[['treasury', 'sum', 'loan', 'estimate', 'revenue', 'receipt', 'note', 'january', 'include', 'annual']]",[0.937],[0.917],[0.941],0.917,0.941,continued,,,,,
6,7.0,"['blessing', 'divine', 'welfare', 'express', 'close', 'providence', 'cherish', 'communication', 'extend', 'institution']",7,[1],"[['liberty', 'earth', 'blessing', 'happy', 'unite', 'grateful', 'repose', 'institution', 'flourish', 'enjoyment']]",[0.941],[1.0],[0.714],1.0,0.714,continued,,,,,
6,9.0,"['lake', 'command', 'squadron', 'officer', 'naval', 'force', 'ontario', 'erie', 'savage', 'canada']",7,[7],"[['lake', 'command', 'captain', 'squadron', 'officer', 'force', 'naval', 'capture', 'superiority', 'enemy']]",[0.994],[1.0],[0.9],1.0,0.9,continued,,,,,
6,10.0,"['ship', 'capture', 'enemy', 'ocean', 'naval', 'frigate', 'captain', 'command', 'skill', 'cruiser']",7,[10],"[['ship', 'ocean', 'naval', 'frigate', 'enemy', 'capture', 'successful', 'skill', 'cruiser', 'coast']]",[0.975],[1.0],[0.889],1.0,0.889,continued,,,,,
6,,,7,,,,"[1.0, 0.9]","[0.412, 0.353]",1.9,0.765,merge,"[5, 8]","[['french', 'france', 'decree', 'repeal', 'neutral', 'british', 'minister', 'communication', 'paris', 'receive'], ['order', 'british', 'proposal', 'minister', 'explanation', 'council', 'ratification', 'know', 'regard', 'armistice']]",2.0,"['spain', 'minister', 'negotiation', 'plenipotentiary', 'know', 'arrangement', 'receive', 'independent', 'treaty', 'respect']","[0.821, 0.838]"
7,0.0,"['militia', 'establishment', 'consideration', 'provision', 'recommend', 'constitution', 'army', 'organization', 'improvement', 'convenient']",8,[5],"[['establishment', 'officer', 'building', 'consideration', 'accommodation', 'provision', 'district', 'station', 'convenient', 'merit']]",[0.941],[0.846],[0.933],0.846,0.933,continued,,,,,
7,1.0,"['liberty', 'earth', 'blessing', 'happy', 'unite', 'grateful', 'repose', 'institution', 'flourish', 'enjoyment']",8,[2],"[['blessing', 'happy', 'grateful', 'institution', 'enjoy', 'liberty', 'strength', 'feel', 'pressure', 'prosperous']]",[0.962],[0.81],[0.917],0.81,0.917,continued,,,,,
7,3.0,"['treasury', 'sum', 'loan', 'estimate', 'revenue', 'receipt', 'note', 'january', 'include', 'annual']",8,[3],"[['treasury', 'sum', 'estimate', 'receipt', 'january', 'stock', 'revenue', 'amount', 'exceed', 'balance']]",[0.973],[0.941],[1.0],0.941,1.0,continued,,,,,
7,4.0,"['enemy', 'british', 'prisoner', 'humanity', 'contest', 'retaliation', 'example', 'confinement', 'hope', 'britain']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,5.0,"['tribe', 'indian', 'territory', 'purchase', 'mississippi', 'river', 'treaty', 'settlement', 'indiana', 'civilize']",8,[1],"[['tribe', 'fortification', 'work', 'frontier', 'complete', 'mississippi', 'coast', 'construction', 'river', 'point']]",[0.87],[0.923],[0.5],0.923,0.5,unclear,,,,,
7,6.0,"['volunteer', 'enemy', 'command', 'regular', 'major', 'attack', 'troop', 'brigadier', 'hostile', 'fort']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,7.0,"['lake', 'command', 'captain', 'squadron', 'officer', 'force', 'naval', 'capture', 'superiority', 'enemy']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,8.0,"['intercourse', 'extent', 'recommendation', 'taxis', 'especially', 'proper', 'adhere', 'road', 'canal', 'entertain']",8,[7],"[['affair', 'circumstance', 'vast', 'experience', 'intercourse', 'favorable', 'adhere', 'recommendation', 'canal', 'road']]",[0.926],[0.7],[1.0],0.7,1.0,continued,,,,,
7,9.0,"['value', 'manufacture', 'sale', 'proceed', 'emigration', 'manufacturing', 'revenue', 'land', 'duty', 'competition']",8,[6],"[['domestic', 'duty', 'manufacture', 'raise', 'price', 'augment', 'manufacturing', 'supply', 'demand', 'revenue']]",[0.865],[0.6],[0.909],0.6,0.909,unclear,,,,,
7,10.0,"['ship', 'ocean', 'naval', 'frigate', 'enemy', 'capture', 'successful', 'skill', 'cruiser', 'coast']",8,[],[],[],[],[],0.0,0.0,disappeared,,,,,
7,,,8,,,,"[0.824, 1.0]","[0.482, 0.388]",1.824,0.871,merge,"[2, 11]","[['spain', 'minister', 'negotiation', 'plenipotentiary', 'know', 'arrangement', 'receive', 'independent', 'treaty', 'respect'], ['spain', 'florida', 'post', 'spanish', 'pensacola', 'suppress', 'protect', 'adventurer', 'enter', 'act']]",0.0,"['spain', 'treaty', 'florida', 'province', 'minister', 'spanish', 'party', 'friendly', 'ratify', 'majesty']","[0.909, 0.897]"
8,0.0,"['spain', 'treaty', 'florida', 'province', 'minister', 'spanish', 'party', 'friendly', 'ratify', 'majesty']",9,[0],"[['spain', 'treaty', 'minister', 'ratify', 'receive', 'ayre', 'buenos', 'independent', 'friendly', 'ratification']]",[0.955],[0.506],[0.982],0.506,0.982,continued,,,,,
8,1.0,"['tribe', 'fortification', 'work', 'frontier', 'complete', 'mississippi', 'coast', 'construction', 'river', 'point']",9,"[3, 4]","[['engineer', 'fortification', 'survey', 'work', 'examine', 'complete', 'coast', 'board', 'frontier', 'road'], ['tribe', 'territory', 'missouri', 'appropriation', 'mouth', 'limit', 'establish', 'mississippi', 'civilization', 'indians']]","[0.879, 0.884]","[0.429, 0.536]","[0.893, 0.944]",0.964,1.837,split,,,,,
8,2.0,"['blessing', 'happy', 'grateful', 'institution', 'enjoy', 'liberty', 'strength', 'feel', 'pressure', 'prosperous']",9,[5],"[['blessing', 'happy', 'feel', 'pressure', 'grateful', 'enjoy', 'prosperous', 'spectacle', 'let', 'acknowledgment']]",[0.961],[0.917],[0.941],0.917,0.941,continued,,,,,
8,3.0,"['treasury', 'sum', 'estimate', 'receipt', 'january', 'stock', 'revenue', 'amount', 'exceed', 'balance']",9,[1],"[['treasury', 'receipt', 'january', 'stock', 'sum', 'th', 'exceed', 'september', 'estimate', 'post']]",[0.962],[0.958],[0.892],0.958,0.892,continued,,,,,
8,4.0,"['british', 'vessel', 'port', 'party', 'navigation', 'france', 'condition', 'convention', 'allow', 'arrangement']",9,"[10, 11]","[['vessel', 'port', 'allow', 'condition', 'production', 'manufacture', 'admit', 'france', 'favor', 'article'], ['british', 'colony', 'indie', 'satisfactory', 'west', 'britain', 'commercial', 'intercourse', 'continent', 'open']]","[0.941, 0.855]","[0.455, 0.318]","[1.0, 1.0]",0.773,2.0,split,,,,,
8,5.0,"['establishment', 'officer', 'building', 'consideration', 'accommodation', 'provision', 'district', 'station', 'convenient', 'merit']",9,[12],"[['army', 'discipline', 'institution', 'attain', 'staff', 'science', 'academy', 'improvement', 'corps', 'attainment']]",[0.797],[0.4],[0.889],0.4,0.889,unclear,,,,,
8,6.0,"['domestic', 'duty', 'manufacture', 'raise', 'price', 'augment', 'manufacturing', 'supply', 'demand', 'revenue']",9,[8],"[['manufacture', 'domestic', 'revenue', 'price', 'raise', 'source', 'duty', 'derive', 'demand', 'article']]",[0.957],[0.909],[0.929],0.909,0.929,continued,,,,,
8,7.0,"['affair', 'circumstance', 'vast', 'experience', 'intercourse', 'favorable', 'adhere', 'recommendation', 'canal', 'road']",9,[9],"[['affair', 'especially', 'cause', 'pursue', 'form', 'satisfaction', 'regard', 'think', 'circumstance', 'adhere']]",[0.949],[1.0],[0.909],1.0,0.909,continued,,,,,
9,0.0,"['spain', 'treaty', 'minister', 'ratify', 'receive', 'ayre', 'buenos', 'independent', 'friendly', 'ratification']",10,[8],"[['spain', 'greece', 'independence', 'feeling', 'war', 'portugal', 'favor', 'independent', 'hemisphere', 'sentiment']]",[0.828],[0.333],[0.625],0.333,0.625,disappeared,,,,,
9,1.0,"['treasury', 'receipt', 'january', 'stock', 'sum', 'th', 'exceed', 'september', 'estimate', 'post']",10,[1],"[['treasury', 'receipt', 'expenditure', 'january', 'exceed', 'estimate', 'sum', 'post', 'balance', 'revenue']]",[0.974],[0.919],[0.81],0.919,0.81,continued,,,,,
9,2.0,"['piracy', 'suppress', 'squadron', 'coast', 'sea', 'suppression', 'island', 'vessel', 'slave', 'mediterranean']",10,[3],"[['squadron', 'piracy', 'sea', 'suppress', 'coast', 'slave', 'island', 'mediterranean', 'flag', 'naval']]",[0.981],[0.871],[1.0],0.871,1.0,continued,,,,,
9,3.0,"['engineer', 'fortification', 'survey', 'work', 'examine', 'complete', 'coast', 'board', 'frontier', 'road']",10,"[5, 7]","[['fortification', 'navy', 'repair', 'gradual', 'road', 'construction', 'improvement', 'completion', 'frontier', 'cumberland'], ['survey', 'engineer', 'canal', 'road', 'board', 'ohio', 'route', 'river', 'estimate', 'plan']]","[0.937, 0.912]","[0.571, 0.393]","[0.944, 1.0]",0.964,1.944,split,,,,,
9,4.0,"['tribe', 'territory', 'missouri', 'appropriation', 'mouth', 'limit', 'establish', 'mississippi', 'civilization', 'indians']",10,[10],"[['tribe', 'territory', 'limit', 'indians', 'hostility', 'missouri', 'mississippi', 'treaty', 'upper', 'establish']]",[0.965],[0.778],[1.0],0.778,1.0,continued,,,,,
9,5.0,"['blessing', 'happy', 'feel', 'pressure', 'grateful', 'enjoy', 'prosperous', 'spectacle', 'let', 'acknowledgment']",10,[0],"[['constitution', 'blessing', 'improvement', 'manufacture', 'condition', 'exercise', 'human', 'consideration', 'communication', 'population']]",[0.887],[0.941],[0.338],0.941,0.338,disappeared,,,,,
9,6.0,"['th', 'decision', 'treaty', 'article', 'convention', 'ghent', 'emperor', 'imperial', 'having', 'britain']",10,[6],"[['th', 'treaty', 'ghent', 'commissioner', 'article', 'decision', 'convention', 'conclude', 'britain', 'boundary']]",[0.97],[0.875],[1.0],0.875,1.0,continued,,,,,
9,7.0,"['florida', 'pensacola', 'savage', 'st', 'inhabitant', 'indians', 'combination', 'territory', 'province', 'district']",10,[14],"[['florida', 'pensacola', 'territory', 'inhabitant', 'province', 'district', 'augustine', 'appoint', 'st', 'governor']]",[0.933],[0.8],[1.0],0.8,1.0,continued,,,,,
9,8.0,"['manufacture', 'domestic', 'revenue', 'price', 'raise', 'source', 'duty', 'derive', 'demand', 'article']",10,[],[],[],[],[],0.0,0.0,disappeared,,,,,
9,9.0,"['affair', 'especially', 'cause', 'pursue', 'form', 'satisfaction', 'regard', 'think', 'circumstance', 'adhere']",10,[0],"[['constitution', 'blessing', 'improvement', 'manufacture', 'condition', 'exercise', 'human', 'consideration', 'communication', 'population']]",[0.912],[1.0],[0.338],1.0,0.338,disappeared,,,,,
9,10.0,"['vessel', 'port', 'allow', 'condition', 'production', 'manufacture', 'admit', 'france', 'favor', 'article']",10,[2],"[['france', 'vessel', 'duty', 'port', 'convention', 'article', 'netherlands', 'favor', 'french', 'manufacture']]",[0.908],[0.909],[0.6],0.909,0.6,continued,,,,,
9,11.0,"['british', 'colony', 'indie', 'satisfactory', 'west', 'britain', 'commercial', 'intercourse', 'continent', 'open']",10,[4],"[['british', 'colony', 'parliament', 'colonial', 'intercourse', 'britain', 'open', 'negotiation', 'term', 'port']]",[0.948],[1.0],[0.864],1.0,0.864,continued,,,,,
9,12.0,"['army', 'discipline', 'institution', 'attain', 'staff', 'science', 'academy', 'improvement', 'corps', 'attainment']",10,[11],"[['army', 'discipline', 'academy', 'institution', 'officer', 'attain', 'science', 'instruction', 'improvement', 'staff']]",[0.954],[0.667],[1.0],0.667,1.0,continued,,,,,
9,13.0,"['injury', 'interfere', 'cause', 'preparation', 'hemisphere', 'european', 'internal', 'declare', 'consider', 'independence']",10,[12],"[['interfere', 'injury', 'faithful', 'cause', 'piratical', 'consider', 'respectively', 'suppression', 'constitutional', 'rest']]",[0.952],[1.0],[0.75],1.0,0.75,continued,,,,,
10,0.0,"['constitution', 'blessing', 'improvement', 'manufacture', 'condition', 'exercise', 'human', 'consideration', 'communication', 'population']",11,[2],"[['blessing', 'condition', 'happy', 'providence', 'man', 'heart', 'human', 'hand', 'welfare', 'bless']]",[0.908],[0.312],[1.0],0.312,1.0,disappeared,,,,,
10,1.0,"['treasury', 'receipt', 'expenditure', 'january', 'exceed', 'estimate', 'sum', 'post', 'balance', 'revenue']",11,[],[],[],[],[],0.0,0.0,disappeared,,,,,
10,2.0,"['france', 'vessel', 'duty', 'port', 'convention', 'article', 'netherlands', 'favor', 'french', 'manufacture']",11,[],[],[],[],[],0.0,0.0,disappeared,,,,,
10,3.0,"['squadron', 'piracy', 'sea', 'suppress', 'coast', 'slave', 'island', 'mediterranean', 'flag', 'naval']",11,[4],"[['sea', 'squadron', 'coast', 'mediterranean', 'navy', 'piracy', 'pacific', 'vessel', 'ocean', 'naval']]",[0.989],[0.903],[0.957],0.903,0.957,continued,,,,,
10,4.0,"['british', 'colony', 'parliament', 'colonial', 'intercourse', 'britain', 'open', 'negotiation', 'term', 'port']",11,[0],"[['treaty', 'party', 'britain', 'british', 'convention', 'vessel', 'negotiation', 'colony', 'th', 'france']]",[0.939],[1.0],[0.378],1.0,0.378,disappeared,,,,,
10,5.0,"['fortification', 'navy', 'repair', 'gradual', 'road', 'construction', 'improvement', 'completion', 'frontier', 'cumberland']",11,[3],"[['army', 'fortification', 'secretary', 'navy', 'artillery', 'improvement', 'officer', 'branch', 'academy', 'condition']]",[0.849],[0.5],[0.333],0.5,0.333,disappeared,,,,,
10,6.0,"['th', 'treaty', 'ghent', 'commissioner', 'article', 'decision', 'convention', 'conclude', 'britain', 'boundary']",11,[],[],[],[],[],0.0,0.0,disappeared,,,,,
10,7.0,"['survey', 'engineer', 'canal', 'road', 'board', 'ohio', 'route', 'river', 'estimate', 'plan']",11,[11],"[['survey', 'engineer', 'road', 'canal', 'route', 'river', 'board', 'ohio', 'plan', 'estimate']]",[0.973],[0.882],[1.0],0.882,1.0,continued,,,,,
10,8.0,"['spain', 'greece', 'independence', 'feeling', 'war', 'portugal', 'favor', 'independent', 'hemisphere', 'sentiment']",11,[15],"[['emperor', 'russia', 'nichola', 'greece', 'sentiment', 'suffer', 'indulge', 'european', 'humanity', 'predecessor']]",[0.771],[0.5],[0.875],0.5,0.875,unclear,,,,,
10,9.0,"['secretary', 'militia', 'branch', 'army', 'arm', 'artillery', 'condition', 'establishment', 'organization', 'report']",11,[3],"[['army', 'fortification', 'secretary', 'navy', 'artillery', 'improvement', 'officer', 'branch', 'academy', 'condition']]",[0.913],[1.0],[0.5],1.0,0.5,unclear,,,,,
10,10.0,"['tribe', 'territory', 'limit', 'indians', 'hostility', 'missouri', 'mississippi', 'treaty', 'upper', 'establish']",11,[1],"[['tribe', 'indians', 'indian', 'limit', 'civilization', 'territory', 'mississippi', 'savage', 'land', 'art']]",[0.915],[0.833],[0.676],0.833,0.676,continued,,,,,
10,11.0,"['army', 'discipline', 'academy', 'institution', 'officer', 'attain', 'science', 'instruction', 'improvement', 'staff']",11,[],[],[],[],[],0.0,0.0,disappeared,,,,,
10,12.0,"['interfere', 'injury', 'faithful', 'cause', 'piratical', 'consider', 'respectively', 'suppression', 'constitutional', 'rest']",11,[],[],[],[],[],0.0,0.0,disappeared,,,,,
10,13.0,"['minister', 'republic', 'colombia', 'represent', 'mexico', 'panama', 'treaty', 'ayre', 'buenos', 'south']",11,[8],"[['republic', 'mexico', 'minister', 'treaty', 'mexican', 'colombia', 'represent', 'panama', 'south', 'plenipotentiary']]",[0.905],[1.0],[0.714],1.0,0.714,continued,,,,,
10,14.0,"['florida', 'pensacola', 'territory', 'inhabitant', 'province', 'district', 'augustine', 'appoint', 'st', 'governor']",11,[],[],[],[],[],0.0,0.0,disappeared,,,,,
10,15.0,"['brazil', 'affaire', 'brazilian', 'charge', 'commander', 'diplomatic', 'portugal', 'neutral', 'dominion', 'rio']",11,[18],"[['brazil', 'brazilian', 'affaire', 'portugal', 'commander', 'diplomatic', 'charge', 'neutral', 'representative', 'capture']]",[0.97],[1.0],[1.0],1.0,1.0,continued,,,,,
11,0.0,"['treaty', 'party', 'britain', 'british', 'convention', 'vessel', 'negotiation', 'colony', 'th', 'france']",12,[7],"[['treaty', 'party', 'convention', 'britain', 'ghent', 'th', 'commissioner', 'boundary', 'friendly', 'conclude']]",[0.936],[0.347],[1.0],0.347,1.0,disappeared,,,,,
