window1,topic1,topic1_words,window2,successors,successors_words,successors_similarities,coverage_forward,coverage_backward,coverage_sum_forward,coverage_sum_backward,relation,topics_from,topics_from_words,topic_to,topic_to_words,antecedents_similarities
40,22.0,"['head', 'cabinet', 'nominee', 'legislative', 'branch', 'department', 'presidency', 'floor', 'perform', 'function']",41,[],[],[],[],[],0.0,0.0,disappeared,,,,,
40,23.0,"['opium', 'international', 'conference', 'evil', 'narcotic', 'hague', 'drug', 'traffic', 'message', 'convention']",41,[],[],[],[],[],0.0,0.0,disappeared,,,,,
40,24.0,"['employer', 'liability', 'compensation', 'workmen', 'workman', 'commission', 'injury', 'principle', 'employee', 'injure']",41,[],[],[],[],[],0.0,0.0,disappeared,,,,,
40,25.0,"['panama', 'exposition', 'exhibit', 'building', 'pacific', 'canal', 'francisco', 'participate', 'san', 'construct']",41,[],[],[],[],[],0.0,0.0,disappeared,,,,,
40,26.0,"['seal', 'convention', 'fur', 'herd', 'prize', 'hague', 'north', 'season', 'pacific', 'court']",41,[],[],[],[],[],0.0,0.0,disappeared,,,,,
40,27.0,"['patriotic', 'factor', 'young', 'economic', 'ideal', 'policy', 'citizen', 'hostile', 'intellectual', 'friendship']",41,[8],"[['unrest', 'condition', 'remedy', 'industrial', 'recognize', 'antagonism', 'class', 'human', 'living', 'lead']]",[0.77],[0.5],[0.333],0.5,0.333,disappeared,,,,,
41,0.0,"['railroad', 'railway', 'road', 'transportation', 'regulation', 'commission', 'impossible', 'circumstance', 'need', 'hour']",42,[3],"[['railroad', 'rate', 'railway', 'decision', 'wage', 'tribunal', 'board', 'employee', 'fair', 'dispute']]",[0.904],[0.619],[1.0],0.619,1.0,continued,,,,,
41,1.0,"['treasury', 'revenue', 'appropriation', 'taxis', 'fiscal', 'expenditure', 'billion', 'tax', 'total', 'balance']",42,[0],"[['taxis', 'budget', 'expenditure', 'appropriation', 'treasury', 'billion', 'income', 'tax', 'reduce', 'taxation']]",[0.964],[1.0],[0.875],1.0,0.875,continued,,,,,
41,2.0,"['germany', 'wrong', 'german', 'people', 'empire', 'master', 'partnership', 'austria', 'face', 'live']",42,[2],"[['germany', 'wrong', 'german', 'people', 'empire', 'partnership', 'master', 'faith', 'thing', 'win']]",[0.976],[0.85],[0.812],0.85,0.812,continued,,,,,
41,3.0,"['democracy', 'faith', 'liberty', 'speak', 'seek', 'think', 'know', 'self', 'principle', 'thought']",42,[6],"[['democracy', 'principle', 'ideal', 'know', 'republic', 'accept', 'righteous', 'think', 'weak', 'understanding']]",[0.925],[0.889],[0.846],0.889,0.846,continued,,,,,
41,4.0,"['navy', 'army', 'thousand', 'training', 'officer', 'seven', 'ready', 'programme', 'prepare', 'strength']",42,[4],"[['education', 'navy', 'hospital', 'training', 'treatment', 'vocational', 'illiteracy', 'prepare', 'army', 'immediate']]",[0.886],[0.857],[0.6],0.857,0.6,unclear,,,,,
41,5.0,"['task', 'month', 'battle', 'mine', 'face', 'look', 'turn', 'achievement', 'intelligence', 'young']",42,[],[],[],[],[],0.0,0.0,disappeared,,,,,
41,6.0,"['ship', 'merchant', 'sea', 'independence', 'marine', 'adequate', 'carry', 'cable', 'coast', 'send']",42,[],[],[],[],[],0.0,0.0,disappeared,,,,,
41,7.0,"['rural', 'bill', 'million', 'acre', 'convention', 'study', 'direct', 'agency', 'propose', 'water']",42,[5],"[['reclamation', 'acre', 'land', 'project', 'water', 'interior', 'million', 'development', 'irrigation', 'arid']]",[0.829],[0.333],[0.929],0.333,0.929,disappeared,,,,,
41,8.0,"['unrest', 'condition', 'remedy', 'industrial', 'recognize', 'antagonism', 'class', 'human', 'living', 'lead']",42,[12],"[['condition', 'produce', 'relationship', 'problem', 'restoration', 'remedy', 'readjustment', 'international', 'humanity', 'solution']]",[0.848],[0.556],[1.0],0.556,1.0,unclear,,,,,
41,9.0,"['material', 'ready', 'chemical', 'supply', 'dyestuff', 'shipping', 'manufacture', 'competition', 'hand', 'save']",42,[],[],[],[],[],0.0,0.0,disappeared,,,,,
41,10.0,"['storage', 'interstate', 'good', 'license', 'producer', 'price', 'shipment', 'keep', 'release', 'package']",42,[11],"[['storage', 'good', 'interstate', 'producer', 'release', 'shipment', 'keep', 'price', 'package', 'cold']]",[0.957],[1.0],[0.714],1.0,0.714,continued,,,,,
41,11.0,"['proposal', 'realize', 'await', 'essential', 'press', 'particular', 'plan', 'necessity', 'urge', 'miss']",42,[],[],[],[],[],0.0,0.0,disappeared,,,,,
42,0.0,"['taxis', 'budget', 'expenditure', 'appropriation', 'treasury', 'billion', 'income', 'tax', 'reduce', 'taxation']",43,[2],"[['tax', 'expenditure', 'reduction', 'taxis', 'revenue', 'taxation', 'income', 'reduce', 'budget', 'appropriation']]",[0.955],[0.875],[0.895],0.875,0.895,continued,,,,,
42,1.0,"['farmer', 'production', 'agriculture', 'price', 'agricultural', 'raise', 'credit', 'food', 'wheat', 'farm']",43,[1],"[['agriculture', 'farmer', 'price', 'agricultural', 'production', 'credit', 'farm', 'cooperative', 'bank', 'marketing']]",[0.972],[0.952],[0.755],0.952,0.755,continued,,,,,
42,2.0,"['germany', 'wrong', 'german', 'people', 'empire', 'partnership', 'master', 'faith', 'thing', 'win']",43,[],[],[],[],[],0.0,0.0,disappeared,,,,,
42,3.0,"['railroad', 'rate', 'railway', 'decision', 'wage', 'tribunal', 'board', 'employee', 'fair', 'dispute']",43,[0],"[['railway', 'rate', 'railroad', 'consolidation', 'transportation', 'freight', 'coal', 'commission', 'wage', 'manager']]",[0.889],[0.933],[0.333],0.933,0.333,disappeared,,,,,
42,4.0,"['education', 'navy', 'hospital', 'training', 'treatment', 'vocational', 'illiteracy', 'prepare', 'army', 'immediate']",43,[13],"[['veteran', 'hospital', 'treatment', 'legion', 'vocational', 'pension', 'generous', 'consideration', 'training', 'war']]",[0.83],[0.333],[1.0],0.333,1.0,disappeared,,,,,
42,5.0,"['reclamation', 'acre', 'land', 'project', 'water', 'interior', 'million', 'development', 'irrigation', 'arid']",43,[4],"[['project', 'reclamation', 'water', 'development', 'river', 'irrigation', 'waterway', 'lake', 'land', 'flood']]",[0.944],[0.786],[0.957],0.786,0.957,continued,,,,,
42,6.0,"['democracy', 'principle', 'ideal', 'know', 'republic', 'accept', 'righteous', 'think', 'weak', 'understanding']",43,[9],"[['faith', 'democracy', 'republic', 'prevail', 'sentence', 'live', 'spiritual', 'think', 'understanding', 'principle']]",[0.959],[0.923],[0.833],0.923,0.833,continued,,,,,
42,7.0,"['amendment', 'violation', 'enforcement', 'prohibition', 'constitution', 'relate', 'eighteenth', 'child', 'woman', 'constitutional']",43,[8],"[['enforcement', 'amendment', 'constitution', 'prohibition', 'violation', 'observe', 'eighteenth', 'prevent', 'child', 'enforce']]",[0.951],[0.769],[0.846],0.769,0.846,continued,,,,,
42,8.0,"['transportation', 'railway', 'impossible', 'motor', 'highway', 'freight', 'construction', 'traffic', 'cent', 'railroad']",43,[0],"[['railway', 'rate', 'railroad', 'consolidation', 'transportation', 'freight', 'coal', 'commission', 'wage', 'manager']]",[0.872],[0.917],[0.315],0.917,0.315,disappeared,,,,,
42,9.0,"['league', 'naval', 'ill', 'unrest', 'treaty', 'industrial', 'armament', 'recognize', 'workman', 'accord']",43,"[3, 15]","[['conference', 'navy', 'armament', 'army', 'treaty', 'naval', 'washington', 'chinese', 'limitation', 'china'], ['mutual', 'independence', 'alliance', 'principle', 'obligation', 'contribution', 'join', 'cooperate', 'face', 'ideal']]","[0.853, 0.837]","[0.455, 0.455]","[0.516, 0.5]",0.909,1.016,unclear,,,,,
42,10.0,"['tariff', 'valuation', 'flexibility', 'import', 'provision', 'condition', 'schedule', 'change', 'revision', 'commission']",43,[10],"[['tariff', 'import', 'duty', 'flexibility', 'valuation', 'schedule', 'condition', 'abroad', 'provision', 'difference']]",[0.981],[1.0],[1.0],1.0,1.0,continued,,,,,
42,11.0,"['storage', 'good', 'interstate', 'producer', 'release', 'shipment', 'keep', 'price', 'package', 'cold']",43,[],[],[],[],[],0.0,0.0,disappeared,,,,,
42,12.0,"['condition', 'produce', 'relationship', 'problem', 'restoration', 'remedy', 'readjustment', 'international', 'humanity', 'solution']",43,[6],"[['humanity', 'people', 'condition', 'lie', 'readjustment', 'human', 'restoration', 'honorable', 'remedy', 'depend']]",[0.92],[1.0],[0.733],1.0,0.733,continued,,,,,
42,13.0,"['car', 'equipment', 'ought', 'freight', 'agency', 'adequate', 'transportation', 'district', 'central', 'coal']",43,[],[],[],[],[],0.0,0.0,disappeared,,,,,
43,0.0,"['railway', 'rate', 'railroad', 'consolidation', 'transportation', 'freight', 'coal', 'commission', 'wage', 'manager']",44,"[5, 14]","[['consolidation', 'rate', 'freight', 'railroad', 'railway', 'interstate', 'traffic', 'transportation', 'commission', 'system'], ['coal', 'employee', 'conciliation', 'board', 'deal', 'distribution', 'interruption', 'continuity', 'bituminous', 'emergency']]","[0.916, 0.889]","[0.463, 0.37]","[0.864, 0.923]",0.833,1.787,split,,,,,
43,1.0,"['agriculture', 'farmer', 'price', 'agricultural', 'production', 'credit', 'farm', 'cooperative', 'bank', 'marketing']",44,[1],"[['agriculture', 'farmer', 'price', 'marketing', 'farm', 'cooperative', 'agricultural', 'crop', 'surplus', 'organization']]",[0.98],[0.66],[0.958],0.66,0.958,continued,,,,,
43,2.0,"['tax', 'expenditure', 'reduction', 'taxis', 'revenue', 'taxation', 'income', 'reduce', 'budget', 'appropriation']",44,[0],"[['tax', 'reduction', 'expenditure', 'revenue', 'taxis', 'income', 'reduce', 'taxation', 'taxpayer', 'budget']]",[0.991],[0.921],[0.887],0.921,0.887,continued,,,,,
43,3.0,"['conference', 'navy', 'armament', 'army', 'treaty', 'naval', 'washington', 'chinese', 'limitation', 'china']",44,"[8, 20]","[['armament', 'navy', 'limitation', 'naval', 'conference', 'army', 'treaty', 'submarine', 'agreement', 'cruiser'], ['china', 'conference', 'sign', 'chinese', 'international', 'treaty', 'faction', 'agreement', 'delegate', 'extraterritorial']]","[0.946, 0.811]","[0.484, 0.323]","[1.0, 0.75]",0.806,1.75,split,,,,,
43,4.0,"['project', 'reclamation', 'water', 'development', 'river', 'irrigation', 'waterway', 'lake', 'land', 'flood']",44,[4],"[['water', 'reclamation', 'project', 'flood', 'irrigation', 'relief', 'cost', 'problem', 'expense', 'dike']]",[0.947],[0.696],[0.917],0.696,0.917,continued,,,,,
43,5.0,"['court', 'league', 'judge', 'case', 'statute', 'judicial', 'tribunal', 'submit', 'adhere', 'arbitration']",44,[12],"[['court', 'league', 'judge', 'statute', 'case', 'advisory', 'submit', 'opinion', 'assembly', 'international']]",[0.983],[0.882],[1.0],0.882,1.0,continued,,,,,
43,7.0,"['race', 'education', 'immigration', 'alien', 'negro', 'color', 'illiteracy', 'crime', 'admission', 'citizenship']",44,[18],"[['race', 'negro', 'color', 'crime', 'violence', 'population', 'constitution', 'lynching', 'encouragement', 'remarkable']]",[0.936],[0.643],[1.0],0.643,1.0,continued,,,,,
43,8.0,"['enforcement', 'amendment', 'constitution', 'prohibition', 'violation', 'observe', 'eighteenth', 'prevent', 'child', 'enforce']",44,[6],"[['enforcement', 'prohibition', 'criminal', 'constitution', 'prison', 'violation', 'amendment', 'district', 'police', 'crime']]",[0.897],[0.923],[0.55],0.923,0.55,unclear,,,,,
43,10.0,"['tariff', 'import', 'duty', 'flexibility', 'valuation', 'schedule', 'condition', 'abroad', 'provision', 'difference']",44,[17],"[['import', 'tariff', 'farmer', 'market', 'duty', 'cent', 'reduction', 'schedule', 'agriculture', 'product']]",[0.862],[0.917],[0.545],0.917,0.545,unclear,,,,,
43,11.0,"['claim', 'settlement', 'obligation', 'european', 'agreement', 'interested', 'payment', 'principal', 'remain', 'agree']",44,[13],"[['claim', 'settlement', 'agreement', 'austria', 'payment', 'term', 'interested', 'remain', 'creditor', 'principal']]",[0.927],[0.727],[0.923],0.727,0.923,continued,,,,,
43,12.0,"['merchant', 'marine', 'shipping', 'fleet', 'ship', 'operation', 'board', 'vessel', 'transfer', 'function']",44,[11],"[['merchant', 'shipping', 'marine', 'fleet', 'operation', 'board', 'vessel', 'line', 'transfer', 'ship']]",[0.977],[1.0],[1.0],1.0,1.0,continued,,,,,
43,13.0,"['veteran', 'hospital', 'treatment', 'legion', 'vocational', 'pension', 'generous', 'consideration', 'training', 'war']",44,[9],"[['veteran', 'pension', 'hospital', 'relief', 'receive', 'legion', 'dependent', 'compensation', 'war', 'hospitalization']]",[0.954],[1.0],[0.941],1.0,0.941,continued,,,,,
43,14.0,"['change', 'reorganization', 'bill', 'thorough', 'budget', 'improvement', 'procedure', 'bureau', 'department', 'pass']",44,[7],"[['function', 'commission', 'radio', 'reorganization', 'department', 'minor', 'change', 'cabinet', 'station', 'agency']]",[0.928],[1.0],[0.684],1.0,0.684,continued,,,,,
43,15.0,"['mutual', 'independence', 'alliance', 'principle', 'obligation', 'contribution', 'join', 'cooperate', 'face', 'ideal']",44,[26],"[['desire', 'international', 'adjust', 'agree', 'diplomatic', 'obligation', 'mutual', 'covet', 'mission', 'latin']]",[0.849],[0.5],[0.667],0.5,0.667,unclear,,,,,
43,16.0,"['classify', 'civil', 'merit', 'earner', 'postmaster', 'office', 'cover', 'compensation', 'wage', 'prohibition']",44,[],[],[],[],[],0.0,0.0,disappeared,,,,,
43,,,44,,,,"[1.0, 0.833]","[0.423, 0.423]",1.833,0.846,merge,"[6, 9]","[['humanity', 'people', 'condition', 'lie', 'readjustment', 'human', 'restoration', 'honorable', 'remedy', 'depend'], ['faith', 'democracy', 'republic', 'prevail', 'sentence', 'live', 'spiritual', 'think', 'understanding', 'principle']]",3.0,"['lie', 'local', 'spiritual', 'faith', 'foundation', 'ought', 'individual', 'abuse', 'honorable', 'material']","[0.905, 0.882]"
44,0.0,"['tax', 'reduction', 'expenditure', 'revenue', 'taxis', 'income', 'reduce', 'taxation', 'taxpayer', 'budget']",45,[1],"[['tax', 'reduction', 'fiscal', 'revenue', 'budget', 'estimate', 'surplus', 'deficit', 'income', 'expenditure']]",[0.935],[0.66],[1.0],0.66,1.0,continued,,,,,
44,1.0,"['agriculture', 'farmer', 'price', 'marketing', 'farm', 'cooperative', 'agricultural', 'crop', 'surplus', 'organization']",45,"[23, 26]","[['price', 'average', 'fall', 'cent', 'crop', 'potato', 'cattle', 'cotton', 'agriculture', 'agricultural'], ['cotton', 'surplus', 'production', 'acreage', 'crop', 'price', 'farmer', 'fixing', 'subsidy', 'information']]","[0.898, 0.942]","[0.312, 0.479]","[1.0, 1.0]",0.792,2.0,split,,,,,
44,2.0,"['education', 'health', 'immigration', 'civil', 'indian', 'earner', 'wage', 'classify', 'family', 'bureau']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,3.0,"['lie', 'local', 'spiritual', 'faith', 'foundation', 'ought', 'individual', 'abuse', 'honorable', 'material']",45,[7],"[['faith', 'ideal', 'spiritual', 'moral', 'thing', 'individual', 'solution', 'honorable', 'advancement', 'foundation']]",[0.965],[0.846],[1.0],0.846,1.0,continued,,,,,
44,5.0,"['consolidation', 'rate', 'freight', 'railroad', 'railway', 'interstate', 'traffic', 'transportation', 'commission', 'system']",45,[13],"[['consolidation', 'railroad', 'freight', 'transportation', 'rate', 'simplify', 'interstate', 'railway', 'promote', 'efficiency']]",[0.966],[0.773],[1.0],0.773,1.0,continued,,,,,
44,6.0,"['enforcement', 'prohibition', 'criminal', 'constitution', 'prison', 'violation', 'amendment', 'district', 'police', 'crime']",45,[2],"[['enforcement', 'prohibition', 'constitution', 'criminal', 'district', 'court', 'amendment', 'condition', 'prison', 'exist']]",[0.959],[0.85],[0.609],0.85,0.609,continued,,,,,
44,7.0,"['function', 'commission', 'radio', 'reorganization', 'department', 'minor', 'change', 'cabinet', 'station', 'agency']",45,[6],"[['function', 'administrative', 'regulation', 'reorganization', 'agency', 'commission', 'radio', 'interstate', 'group', 'station']]",[0.908],[0.895],[0.778],0.895,0.778,continued,,,,,
44,8.0,"['armament', 'navy', 'limitation', 'naval', 'conference', 'army', 'treaty', 'submarine', 'agreement', 'cruiser']",45,[12],"[['naval', 'armament', 'limitation', 'agreement', 'treaty', 'conference', 'washington', 'london', 'imply', 'relative']]",[0.913],[0.667],[1.0],0.667,1.0,continued,,,,,
44,9.0,"['veteran', 'pension', 'hospital', 'relief', 'receive', 'legion', 'dependent', 'compensation', 'war', 'hospitalization']",45,[4],"[['veteran', 'pension', 'army', 'expenditure', 'dependent', 'relief', 'navy', 'compensation', 'receive', 'disabled']]",[0.937],[1.0],[0.667],1.0,0.667,continued,,,,,
44,11.0,"['merchant', 'shipping', 'marine', 'fleet', 'operation', 'board', 'vessel', 'line', 'transfer', 'ship']",45,[16],"[['shipping', 'merchant', 'operation', 'line', 'marine', 'transfer', 'ship', 'board', 'vessel', 'fleet']]",[0.955],[0.933],[1.0],0.933,1.0,continued,,,,,
44,12.0,"['court', 'league', 'judge', 'statute', 'case', 'advisory', 'submit', 'opinion', 'assembly', 'international']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,13.0,"['claim', 'settlement', 'agreement', 'austria', 'payment', 'term', 'interested', 'remain', 'creditor', 'principal']",45,[29],"[['settlement', 'austria', 'payment', 'claim', 'agreement', 'submit', 'approve', 'suspension', 'creditor', 'await']]",[0.896],[0.923],[0.833],0.923,0.833,unclear,,,,,
44,14.0,"['coal', 'employee', 'conciliation', 'board', 'deal', 'distribution', 'interruption', 'continuity', 'bituminous', 'emergency']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,15.0,"['banking', 'bank', 'credit', 'reserve', 'economic', 'charter', 'unemployment', 'condition', 'furnish', 'natural']",45,[3],"[['bank', 'banking', 'credit', 'failure', 'reserve', 'withdrawal', 'deposit', 'hoard', 'crisis', 'shock']]",[0.877],[0.538],[1.0],0.538,1.0,unclear,,,,,
44,16.0,"['building', 'city', 'washington', 'program', 'district', 'beauty', 'capital', 'columbia', 'art', 'site']",45,[14],"[['building', 'city', 'washington', 'district', 'program', 'beauty', 'art', 'columbia', 'center', 'capital']]",[0.971],[0.75],[1.0],0.75,1.0,continued,,,,,
44,17.0,"['import', 'tariff', 'farmer', 'market', 'duty', 'cent', 'reduction', 'schedule', 'agriculture', 'product']",45,[9],"[['tariff', 'import', 'cent', 'market', 'rate', 'duty', 'farmer', 'high', 'change', 'item']]",[0.975],[0.909],[1.0],0.909,1.0,continued,,,,,
44,18.0,"['race', 'negro', 'color', 'crime', 'violence', 'population', 'constitution', 'lynching', 'encouragement', 'remarkable']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,20.0,"['china', 'conference', 'sign', 'chinese', 'international', 'treaty', 'faction', 'agreement', 'delegate', 'extraterritorial']",45,"[24, 30]","[['china', 'chinese', 'treaty', 'conference', 'delegate', 'tariff', 'negotiation', 'faction', 'customs', 'extraterritorial'], ['arbitration', 'agreement', 'sign', 'international', 'commission', 'difference', 'sovereign', 'conference', 'treaty', 'discussion']]","[0.913, 0.845]","[0.625, 0.375]","[1.0, 0.8]",1.0,1.8,split,,,,,
44,21.0,"['mexico', 'difference', 'friendly', 'final', 'dispute', 'ambassador', 'shipment', 'embargo', 'neighboring', 'peru']",45,[10],"[['mexico', 'peru', 'difference', 'bolivia', 'final', 'friendly', 'dispute', 'adjustment', 'neighboring', 'embargo']]",[0.978],[1.0],[1.0],1.0,1.0,continued,,,,,
44,22.0,"['road', 'highway', 'system', 'mile', 'construction', 'cent', 'engineering', 'type', 'exact', 'adviser']",45,[19],"[['road', 'highway', 'system', 'mile', 'engineering', 'hemisphere', 'construction', 'cent', 'type', 'exact']]",[0.976],[1.0],[0.875],1.0,0.875,continued,,,,,
44,23.0,"['island', 'philippine', 'governor', 'islands', 'self', 'turn', 'possession', 'leonard', 'filipino', 'auditor']",45,[18],"[['island', 'philippine', 'governor', 'rico', 'porto', 'islands', 'wood', 'govern', 'fit', 'filipino']]",[0.969],[1.0],[1.0],1.0,1.0,continued,,,,,
44,24.0,"['forest', 'land', 'grazing', 'reforestation', 'domain', 'authorize', 'purpose', 'erode', 'erosion', 'unreserved']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,25.0,"['contract', 'lease', 'vessel', 'rent', 'construction', 'recommend', 'require', 'negotiation', 'post', 'involve']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,26.0,"['desire', 'international', 'adjust', 'agree', 'diplomatic', 'obligation', 'mutual', 'covet', 'mission', 'latin']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,27.0,"['nitrate', 'plant', 'nitrogen', 'fertilizer', 'production', 'dispose', 'property', 'probably', 'muscle', 'shoal']",45,[],[],[],[],[],0.0,0.0,disappeared,,,,,
44,,,45,,,,"[0.958, 1.0]","[0.452, 0.429]",1.958,0.881,merge,"[4, 10]","[['water', 'reclamation', 'project', 'flood', 'irrigation', 'relief', 'cost', 'problem', 'expense', 'dike'], ['river', 'waterway', 'mississippi', 'project', 'navigation', 'flood', 'lawrence', 'lake', 'canal', 'st']]",0.0,"['water', 'project', 'river', 'flood', 'waterway', 'mississippi', 'reclamation', 'irrigation', 'harbor', 'improvement']","[0.94, 0.919]"
44,,,45,,,,"[1.0, 1.0]","[0.474, 0.421]",2.0,0.895,merge,"[19, 28]","[['mile', 'air', 'airway', 'airport', 'light', 'license', 'plane', 'development', 'aviation', 'aeronautic'], ['south', 'mail', 'air', 'route', 'hemisphere', 'west', 'coast', 'run', 'caribbean', 'key']]",5.0,"['air', 'mile', 'mail', 'south', 'route', 'aviation', 'airway', 'light', 'airport', 'flight']","[0.891, 0.853]"
45,0.0,"['water', 'project', 'river', 'flood', 'waterway', 'mississippi', 'reclamation', 'irrigation', 'harbor', 'improvement']",46,"[10, 13]","[['construction', 'waterway', 'harbor', 'mississippi', 'completion', 'vessel', 'annum', 'river', 'approximately', 'half'], ['land', 'conservation', 'water', 'reclamation', 'flood', 'capital', 'project', 'system', 'watershed', 'park']]","[0.87, 0.892]","[0.405, 0.571]","[0.667, 0.7]",0.976,1.367,split,,,,,
45,1.0,"['tax', 'reduction', 'fiscal', 'revenue', 'budget', 'estimate', 'surplus', 'deficit', 'income', 'expenditure']",46,[0],"[['fiscal', 'budget', 'reduction', 'estimate', 'tax', 'expenditure', 'revenue', 'taxis', 'deficit', 'income']]",[0.977],[1.0],[0.76],1.0,0.76,continued,,,,,
45,2.0,"['enforcement', 'prohibition', 'constitution', 'criminal', 'district', 'court', 'amendment', 'condition', 'prison', 'exist']",46,[5],"[['enforcement', 'criminal', 'district', 'crime', 'prohibition', 'prison', 'immigration', 'congestion', 'strengthen', 'improvement']]",[0.906],[0.609],[0.588],0.609,0.588,continued,,,,,
45,3.0,"['bank', 'banking', 'credit', 'failure', 'reserve', 'withdrawal', 'deposit', 'hoard', 'crisis', 'shock']",46,[1],"[['bank', 'credit', 'banking', 'failure', 'deposit', 'withdrawal', 'reserve', 'financial', 'crisis', 'hoard']]",[0.989],[1.0],[0.875],1.0,0.875,continued,,,,,
45,4.0,"['veteran', 'pension', 'army', 'expenditure', 'dependent', 'relief', 'navy', 'compensation', 'receive', 'disabled']",46,"[14, 16]","[['veteran', 'allowance', 'disability', 'inequality', 'dependent', 'eliminate', 'benefit', 'substantial', 'administrator', 'adjust'], ['army', 'navy', 'personnel', 'officer', 'maintain', 'efficiency', 'intelligence', 'guard', 'aviation', 'air']]","[0.878, 0.832]","[0.571, 0.429]","[0.857, 0.833]",1.0,1.69,split,,,,,
45,5.0,"['air', 'mile', 'mail', 'south', 'route', 'aviation', 'airway', 'light', 'airport', 'flight']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,6.0,"['function', 'administrative', 'regulation', 'reorganization', 'agency', 'commission', 'radio', 'interstate', 'group', 'station']",46,[11],"[['commission', 'administrative', 'commissioner', 'reorganization', 'group', 'agency', 'appoint', 'function', 'overlap', 'place']]",[0.934],[0.611],[0.9],0.611,0.9,continued,,,,,
45,7.0,"['faith', 'ideal', 'spiritual', 'moral', 'thing', 'individual', 'solution', 'honorable', 'advancement', 'foundation']",46,[2],"[['responsibility', 'individual', 'economic', 'social', 'initiative', 'sense', 'local', 'spiritual', 'ideal', 'welfare']]",[0.945],[1.0],[0.87],1.0,0.87,continued,,,,,
45,8.0,"['depression', 'unemployment', 'financial', 'economic', 'dislocation', 'collapse', 'acute', 'month', 'shock', 'wage']",46,[8],"[['depression', 'economic', 'wage', 'financial', 'acute', 'dislocation', 'collapse', 'month', 'influence', 'unemployment']]",[0.989],[0.882],[0.933],0.882,0.933,continued,,,,,
45,9.0,"['tariff', 'import', 'cent', 'market', 'rate', 'duty', 'farmer', 'high', 'change', 'item']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,10.0,"['mexico', 'peru', 'difference', 'bolivia', 'final', 'friendly', 'dispute', 'adjustment', 'neighboring', 'embargo']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,12.0,"['naval', 'armament', 'limitation', 'agreement', 'treaty', 'conference', 'washington', 'london', 'imply', 'relative']",46,[7],"[['naval', 'treaty', 'armament', 'agreement', 'pact', 'conference', 'defensive', 'kellogg', 'burden', 'arm']]",[0.902],[1.0],[0.6],1.0,0.6,continued,,,,,
45,13.0,"['consolidation', 'railroad', 'freight', 'transportation', 'rate', 'simplify', 'interstate', 'railway', 'promote', 'efficiency']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,14.0,"['building', 'city', 'washington', 'district', 'program', 'beauty', 'art', 'columbia', 'center', 'capital']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,15.0,"['unemployed', 'earner', 'average', 'family', 'employment', 'wage', 'actual', 'salary', 'employee', 'condition']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,16.0,"['shipping', 'merchant', 'operation', 'line', 'marine', 'transfer', 'ship', 'board', 'vessel', 'fleet']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,17.0,"['health', 'indian', 'education', 'advancement', 'appropriation', 'affair', 'industrial', 'increase', 'quota', 'disease']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,18.0,"['island', 'philippine', 'governor', 'rico', 'porto', 'islands', 'wood', 'govern', 'fit', 'filipino']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,20.0,"['unemployment', 'cooperation', 'voluntary', 'employment', 'organization', 'organize', 'community', 'agency', 'local', 'winter']",46,[3],"[['employment', 'relief', 'local', 'unemployment', 'unemployed', 'agency', 'distress', 'show', 'direct', 'million']]",[0.793],[0.571],[0.455],0.571,0.455,unclear,,,,,
45,21.0,"['unit', 'county', 'child', 'health', 'local', 'organization', 'fund', 'education', 'sheppard', 'towner']",46,[15],"[['unit', 'child', 'health', 'county', 'fund', 'organization', 'local', 'sheppard', 'maternity', 'nurse']]",[0.952],[0.714],[1.0],0.714,1.0,continued,,,,,
45,22.0,"['immigration', 'family', 'reunite', 'deportation', 'immigrant', 'strengthen', 'alien', 'restriction', 'limited', 'method']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,24.0,"['china', 'chinese', 'treaty', 'conference', 'delegate', 'tariff', 'negotiation', 'faction', 'customs', 'extraterritorial']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,25.0,"['work', 'appropriation', 'reproductive', 'expansion', 'recommend', 'fail', 'desirable', 'expenditure', 'adoption', 'distributable']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,26.0,"['cotton', 'surplus', 'production', 'acreage', 'crop', 'price', 'farmer', 'fixing', 'subsidy', 'information']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
45,27.0,"['nicaragua', 'haiti', 'party', 'election', 'marines', 'force', 'contending', 'henry', 'marine', 'stimson']",46,[],[],[],[],[],0.0,0.0,disappeared,,,,,
